"Id","Name","Office","Local Division","Beginning term","End of term"
"382","Morrel, Mike","State Assembly","40",2012-12-03,2014-11-30
"388","Mullin, Kevin","State Assembly","22",2012-12-03,2014-11-30
"389","Muratsuchi, Al","State Assembly","66",2012-12-03,2014-11-30
"399","Nazarian, Adrin","State Assembly","46",2012-12-03,2014-11-30
"400","Nestande, Brian","State Assembly","42",2012-12-03,2014-11-30
"411","Olsen, Kristen","State Assembly","12",2012-12-03,2014-11-30
"414","P. Wagner, Donald","State Assembly","68",2012-12-03,2014-11-30
"417","Pan, Richard","State Assembly","9",2012-12-03,2014-11-30
"420","Patterson, Jim","State Assembly","23",2012-12-03,2014-11-30
"424","Perez, John A.","State Assembly","53",2012-12-03,2014-11-30
"425","Perez, V. Manuel","State Assembly","56",2012-12-03,2014-11-30
"437","Quirk, Bill","State Assembly","20",2012-12-03,2014-11-30
"436","Quirk-Silva, Sharon","State Assembly","65",2012-12-03,2014-11-30
"440","Rendon, Anthony","State Assembly","63",2012-12-03,2014-11-30
"445","Ridley-Thomas, Sebastian","State Assembly","54",2013-12-05,2014-11-30
"449","Rodriguez, Freddie","State Assembly","52",2013-10-11,2014-11-30
"463","Salas, Rudy","State Assembly","32",2012-12-03,2014-11-30
"478","Skinner, Nancy","State Assembly","15",2012-12-03,2014-11-30
"492","Stone, Mark","State Assembly","29",2012-12-03,2014-11-30
"499","T. Perea, Henry","State Assembly","31",2012-12-03,2014-11-30
"501","Talamantes Eggman, Susan","State Assembly","13",2012-12-03,2014-11-30
"507","Ting, Phil","State Assembly","19",2012-12-03,2014-11-30
"510","Torres, Norma J.","State Assembly","52",2012-12-03,2013-05-20
"525","W. Jones, Brian","State Assembly","71",2012-12-03,2014-11-30
"526","Waldron, Marie","State Assembly","75",2012-12-03,2014-11-30
"533","Weber, Shirley","State Assembly","79",2012-12-03,2014-11-30
"537","Wieckowski, Bob","State Assembly","25",2012-12-03,2014-11-30
"540","Wilk, Scott","State Assembly","38",2012-12-03,2014-11-30
"541","Williams, Das","State Assembly","37",2012-12-03,2014-11-30
"551","Yamada, Mariko","State Assembly","4",2012-12-03,2014-11-30
"002","Achadjian, Katcho","State Assembly","35",2014-12-01,2016-11-30
"013","Alejo, Luis","State Assembly","30",2014-12-01,2016-11-30
"016","Allen, Travis","State Assembly","72",2014-12-01,2016-11-30
"022","Arambula, Joaquin","State Assembly","31",2016-04-14,2016-11-30
"028","Atkins, Toni","State Assembly","78",2014-12-01,2016-11-30
"032","Baker, Catharine","State Assembly","16",2014-12-01,2016-11-30
"054","Bigelow, Frank","State Assembly","5",2014-12-01,2016-11-30
"057","Bloom, Richard","State Assembly","50",2014-12-01,2016-11-30
"064","Bonilla, Susan","State Assembly","14",2014-12-01,2016-11-30
"065","Bonta, Rob","State Assembly","18",2014-12-01,2016-11-30
"077","Brough, William","State Assembly","73",2014-12-01,2016-11-30
"078","Brown, Cheryl","State Assembly","47",2014-12-01,2016-11-30
"085","Burke, Autumn","State Assembly","62",2014-12-01,2016-11-30
"092","Calderon, Ian Charles","State Assembly","57",2014-12-01,2016-11-30
"099","Campos, Nora","State Assembly","27",2014-12-01,2016-11-30
"111","Chang, Ling-Ling","State Assembly","55",2014-12-01,2016-11-30
"112","Chau, Edwin","State Assembly","49",2014-12-01,2016-11-30
"114","Chavez, Rocky","State Assembly","76",2014-12-01,2016-11-30
"117","Chiu, David","State Assembly","17",2014-12-01,2016-11-30
"119","Chu, Kansen","State Assembly","25",2014-12-01,2016-11-30
"130","Cooley, Ken","State Assembly","8",2014-12-01,2016-11-30
"131","Cooper, Jim","State Assembly","9",2014-12-01,2016-11-30
"141","Dababneh, Matt","State Assembly","45",2014-12-01,2016-11-30
"142","Dahle, Brian","State Assembly","1",2014-12-01,2016-11-30
"144","Daly, Tom","State Assembly","69",2014-12-01,2016-11-30
"159","Dodd, Bill","State Assembly","4",2014-12-01,2016-11-30
"194","Frazier, Jim","State Assembly","11",2014-12-01,2016-11-30
"205","Gaines, Beth","State Assembly","6",2014-12-01,2016-11-30
"208","Gallagher, James","State Assembly","3",2014-12-01,2016-11-30
"211","Garcia, Cristina","State Assembly","58",2014-12-01,2016-11-30
"212","Garcia, Eduardo","State Assembly","56",2014-12-01,2016-11-30
"214","Gatto, Mike","State Assembly","43",2014-12-01,2016-11-30
"216","Gipson, Mike","State Assembly","64",2014-12-01,2016-11-30
"222","Gomez, Jimmy","State Assembly","51",2014-12-01,2016-11-30
"223","Gonzalez Fletcher, Lorena","State Assembly","80",2014-12-01,2016-11-30
"225","Gordon, Richard","State Assembly","21",2014-12-01,2016-11-30
"229","Gray, Adam","State Assembly","21",2014-12-01,2016-11-30
"233","Grove, Shannon","State Assembly","34",2014-12-01,2016-11-30
"234","Hadley, David","State Assembly","66",2014-12-01,2016-11-30
"244","Harper, Matthew","State Assembly","74",2014-12-01,2016-11-30
"256","Hernandez, Roger","State Assembly","48",2014-12-01,2016-11-30
"261","Holden, Chris","State Assembly","41",2014-12-01,2016-11-30
"278","Irwin, Jacqui","State Assembly","44",2014-12-01,2016-11-30
"285","Jones-Sawyer, Reginald","State Assembly","59",2014-12-01,2016-11-30
"300","Kim, Young","State Assembly","65",2014-12-01,2016-11-30
"314","Lackey, Tom","State Assembly","36",2014-12-01,2016-11-30
"328","Levine, Marc","State Assembly","10",2014-12-01,2016-11-30
"333","Linder, Eric","State Assembly","60",2014-12-01,2016-11-30
"339","Lopez, Patty","State Assembly","39",2014-12-01,2016-11-30
"340","Low, Evan","State Assembly","28",2014-12-01,2016-11-30
"346","Maienschein, Brian","State Assembly","77",2014-12-01,2016-11-30
"356","Mathis, Devon","State Assembly","26",2014-12-01,2016-11-30
"358","Mayes, Chad","State Assembly","42",2014-12-01,2016-11-30
"365","McCarty, Kevin","State Assembly","7",2014-12-01,2016-11-30
"370","Medina, Jose","State Assembly","61",2014-12-01,2016-11-30
"371","Melendez, Melissa","State Assembly","67",2014-12-01,2016-11-30
"388","Mullin, Kevin","State Assembly","22",2014-12-01,2016-11-30
"399","Nazarian, Adrin","State Assembly","46",2014-12-01,2016-11-30
"408","Obernolte, Jay","State Assembly","33",2014-12-01,2016-11-30
"407","O'Donnell, Patrick","State Assembly","70",2014-12-01,2016-11-30
"411","Olsen, Kristen","State Assembly","12",2014-12-01,2016-11-30
"414","P. Wagner, Donald","State Assembly","68",2014-12-01,2016-11-30
"420","Patterson, Jim","State Assembly","23",2014-12-01,2016-11-30
"437","Quirk, Bill","State Assembly","20",2014-12-01,2016-11-30
"440","Rendon, Anthony","State Assembly","63",2014-12-01,2016-11-30
"445","Ridley-Thomas, Sebastian","State Assembly","54",2014-12-01,2016-11-30
"449","Rodriguez, Freddie","State Assembly","52",2014-12-01,2016-11-30
"463","Salas, Rudy","State Assembly","32",2014-12-01,2016-11-30
"467","Santiago, Miguel","State Assembly","53",2014-12-01,2016-11-30
"490","Steinorth, Marc","State Assembly","40",2014-12-01,2016-11-30
"492","Stone, Mark","State Assembly","29",2014-12-01,2016-11-30
"499","T. Perea, Henry","State Assembly","31",2014-12-01,2015-12-31
"501","Talamantes Eggman, Susan","State Assembly","13",2014-12-01,2016-11-30
"506","Thurmond, Tony","State Assembly","15",2014-12-01,2016-11-30
"507","Ting, Phil","State Assembly","19",2014-12-01,2016-11-30
"525","W. Jones, Brian","State Assembly","71",2014-12-01,2016-11-30
"526","Waldron, Marie","State Assembly","75",2014-12-01,2016-11-30
"533","Weber, Shirley","State Assembly","79",2014-12-01,2016-11-30
"540","Wilk, Scott","State Assembly","38",2014-12-01,2016-11-30
"541","Williams, Das","State Assembly","37",2014-12-01,2016-11-30
"543","Wood, Jim","State Assembly","2",2014-12-01,2016-11-30
"142","Dahle, Brian","State Assembly","1",2016-12-05,2018-11-30
"543","Wood, Jim","State Assembly","2",2016-12-05,2018-11-30
"208","Gallagher, James","State Assembly","3",2016-12-05,2018-11-30
"008","Aguiar-Curry, Cecilia","State Assembly","4",2016-12-05,2018-11-30
"054","Bigelow, Frank","State Assembly","5",2016-12-05,2018-11-30
"298","Kiley, Kevin","State Assembly","6",2016-12-05,2018-11-30
"365","McCarty, Kevin","State Assembly","7",2016-12-05,2018-11-30
"130","Cooley, Ken","State Assembly","8",2016-12-05,2018-11-30
"131","Cooper, Jim","State Assembly","9",2016-12-05,2018-11-30
"328","Levine, Marc","State Assembly","10",2016-12-05,2018-11-30
"194","Frazier, Jim","State Assembly","11",2016-12-05,2018-11-30
"186","Flora, Heath","State Assembly","12",2016-12-05,2018-11-30
"501","Talamantes Eggman, Susan","State Assembly","13",2016-12-05,2018-11-30
"230","Grayson, Tim","State Assembly","14",2016-12-05,2018-11-30
"506","Thurmond, Tony","State Assembly","15",2016-12-05,2018-11-30
"032","Baker, Catharine","State Assembly","16",2016-12-05,2018-11-30
"117","Chiu, David","State Assembly","17",2016-12-05,2018-11-30
"065","Bonta, Rob","State Assembly","18",2016-12-05,2018-11-30
"507","Ting, Phil","State Assembly","19",2016-12-05,2018-11-30
"437","Quirk, Bill","State Assembly","20",2016-12-05,2018-11-30
"229","Gray, Adam","State Assembly","21",2016-12-05,2018-11-30
"388","Mullin, Kevin","State Assembly","22",2016-12-05,2018-11-30
"420","Patterson, Jim","State Assembly","23",2016-12-05,2018-11-30
"050","Berman, Marc","State Assembly","24",2016-12-05,2018-11-30
"119","Chu, Kansen","State Assembly","25",2016-12-05,2018-11-30
"356","Mathis, Devon","State Assembly","26",2016-12-05,2018-11-30
"289","Kalra, Ash","State Assembly","27",2016-12-05,2018-11-30
"340","Low, Evan","State Assembly","28",2016-12-05,2018-11-30
"492","Stone, Mark","State Assembly","29",2016-12-05,2018-11-30
"089","Caballero, Anna","State Assembly","30",2016-12-05,2018-11-30
"022","Arambula, Joaquin","State Assembly","31",2016-12-05,2018-11-30
"463","Salas, Rudy","State Assembly","32",2016-12-05,2018-11-30
"408","Obernolte, Jay","State Assembly","33",2016-12-05,2018-11-30
"191","Fong, Vince","State Assembly","34",2016-12-05,2018-11-30
"140","Cunningham, Jordan","State Assembly","35",2016-12-05,2018-11-30
"314","Lackey, Tom","State Assembly","36",2016-12-05,2018-11-30
"332","Limon, Monique","State Assembly","37",2016-12-05,2018-11-30
"004","Acosta, Dante","State Assembly","38",2016-12-05,2018-11-30
"059","Bocanegra, Raul","State Assembly","39",2016-12-05,2017-11-27
"490","Steinorth, Marc","State Assembly","40",2016-12-05,2018-11-30
"261","Holden, Chris","State Assembly","41",2016-12-05,2018-11-30
"358","Mayes, Chad","State Assembly","42",2016-12-05,2018-11-30
"196","Friedman, Laura","State Assembly","43",2016-12-05,2018-11-30
"278","Irwin, Jacqui","State Assembly","44",2016-12-05,2018-11-30
"141","Dababneh, Matt","State Assembly","45",2016-12-05,2018-01-01
"399","Nazarian, Adrin","State Assembly","46",2016-12-05,2018-11-30
"221","Gomez Reyes, Eloise","State Assembly","47",2016-12-05,2018-11-30
"456","Rubio, Blanca","State Assembly","48",2016-12-05,2018-11-30
"112","Chau, Edwin","State Assembly","49",2016-12-05,2018-11-30
"057","Bloom, Richard","State Assembly","50",2016-12-05,2018-11-30
"222","Gomez, Jimmy","State Assembly","51",2016-12-05,2017-07-11
"104","Carrillo, Wendy","State Assembly","51",2017-12-17,2018-11-30
"449","Rodriguez, Freddie","State Assembly","52",2016-12-05,2018-11-30
"467","Santiago, Miguel","State Assembly","53",2016-12-05,2018-11-30
"445","Ridley-Thomas, Sebastian","State Assembly","54",2016-12-05,2017-12-31
"115","Chen, Phillip","State Assembly","55",2016-12-05,2018-11-30
"212","Garcia, Eduardo","State Assembly","56",2016-12-05,2018-11-30
"092","Calderon, Ian Charles","State Assembly","57",2016-12-05,2018-11-30
"211","Garcia, Cristina","State Assembly","58",2016-12-05,2018-11-30
"285","Jones-Sawyer, Reginald","State Assembly","59",2016-12-05,2018-11-30
"107","Cervantes, Sabrina","State Assembly","60",2016-12-05,2018-11-30
"370","Medina, Jose","State Assembly","61",2016-12-05,2018-11-30
"085","Burke, Autumn","State Assembly","62",2016-12-05,2018-11-30
"440","Rendon, Anthony","State Assembly","63",2016-12-05,2018-11-30
"216","Gipson, Mike","State Assembly","64",2016-12-05,2018-11-30
"436","Quirk-Silva, Sharon","State Assembly","65",2016-12-05,2018-11-30
"389","Muratsuchi, Al","State Assembly","66",2016-12-05,2018-11-30
"371","Melendez, Melissa","State Assembly","67",2016-12-05,2018-11-30
"461","S. Choi, Steven","State Assembly","68",2016-12-05,2018-11-30
"144","Daly, Tom","State Assembly","69",2016-12-05,2018-11-30
"407","O'Donnell, Patrick","State Assembly","70",2016-12-05,2018-11-30
"524","Voepel, Randy","State Assembly","71",2016-12-05,2018-11-30
"016","Allen, Travis","State Assembly","72",2016-12-05,2018-11-30
"077","Brough, William","State Assembly","73",2016-12-05,2018-11-30
"244","Harper, Matthew","State Assembly","74",2016-12-05,2018-11-30
"526","Waldron, Marie","State Assembly","75",2016-12-05,2018-11-30
"114","Chavez, Rocky","State Assembly","76",2016-12-05,2018-11-30
"346","Maienschein, Brian","State Assembly","77",2016-12-05,2018-11-30
"217","Gloria, Todd","State Assembly","78",2016-12-05,2018-11-30
"533","Weber, Shirley","State Assembly","79",2016-12-05,2018-11-30
"223","Gonzalez Fletcher, Lorena","State Assembly","80",2016-12-05,2018-11-30
"142","Dahle, Brian","State Assembly","1",2018-12-03,2019-06-12
"143","Dahle, Megan","State Assembly","1",2019-11-12,2020-11-30
"543","Wood, Jim","State Assembly","2",2018-12-03,2020-11-30
"208","Gallagher, James","State Assembly","3",2018-12-03,2020-11-30
"008","Aguiar-Curry, Cecilia","State Assembly","4",2018-12-03,2020-11-30
"054","Bigelow, Frank","State Assembly","5",2018-12-03,2020-11-30
"298","Kiley, Kevin","State Assembly","6",2018-12-03,2020-11-30
"365","McCarty, Kevin","State Assembly","7",2018-12-03,2020-11-30
"130","Cooley, Ken","State Assembly","8",2018-12-03,2020-11-30
"131","Cooper, Jim","State Assembly","9",2018-12-03,2020-11-30
"328","Levine, Marc","State Assembly","10",2018-12-03,2020-11-30
"194","Frazier, Jim","State Assembly","11",2018-12-03,2020-11-30
"186","Flora, Heath","State Assembly","12",2018-12-03,2020-11-30
"501","Talamantes Eggman, Susan","State Assembly","13",2018-12-03,2020-11-30
"230","Grayson, Tim","State Assembly","14",2018-12-03,2020-11-30
"536","Wicks, Buffy","State Assembly","15",2018-12-03,2020-11-30
"040","Bauer-Kahan, Rebecca","State Assembly","16",2018-12-03,2020-11-30
"117","Chiu, David","State Assembly","17",2018-12-03,2020-11-30
"065","Bonta, Rob","State Assembly","18",2018-12-03,2020-11-30
"507","Ting, Phil","State Assembly","19",2018-12-03,2020-11-30
"437","Quirk, Bill","State Assembly","20",2018-12-03,2020-11-30
"229","Gray, Adam","State Assembly","21",2018-12-03,2020-11-30
"388","Mullin, Kevin","State Assembly","22",2018-12-03,2020-11-30
"420","Patterson, Jim","State Assembly","23",2018-12-03,2020-11-30
"050","Berman, Marc","State Assembly","24",2018-12-03,2020-11-30
"119","Chu, Kansen","State Assembly","25",2018-12-03,2020-11-30
"356","Mathis, Devon","State Assembly","26",2018-12-03,2020-11-30
"289","Kalra, Ash","State Assembly","27",2018-12-03,2020-11-30
"340","Low, Evan","State Assembly","28",2018-12-03,2020-11-30
"492","Stone, Mark","State Assembly","29",2018-12-03,2020-11-30
"447","Rivas, Robert","State Assembly","30",2018-12-03,2020-11-30
"022","Arambula, Joaquin","State Assembly","31",2018-12-03,2020-11-30
"463","Salas, Rudy","State Assembly","32",2018-12-03,2020-11-30
"408","Obernolte, Jay","State Assembly","33",2018-12-03,2020-11-30
"191","Fong, Vince","State Assembly","34",2018-12-03,2020-11-30
"140","Cunningham, Jordan","State Assembly","35",2018-12-03,2020-11-30
"314","Lackey, Tom","State Assembly","36",2018-12-03,2020-11-30
"332","Limon, Monique","State Assembly","37",2018-12-03,2020-11-30
"479","Smith, Christy","State Assembly","38",2018-12-03,2020-11-30
"446","Rivas, Luz","State Assembly","39",2018-12-03,2020-11-30
"439","Ramos, James","State Assembly","40",2018-12-03,2020-11-30
"261","Holden, Chris","State Assembly","41",2018-12-03,2020-11-30
"358","Mayes, Chad","State Assembly","42",2018-12-03,2020-11-30
"196","Friedman, Laura","State Assembly","43",2018-12-03,2020-11-30
"278","Irwin, Jacqui","State Assembly","44",2018-12-03,2020-11-30
"204","Gabriel, Jesse","State Assembly","45",2018-06-11,2020-11-30
"399","Nazarian, Adrin","State Assembly","46",2018-12-03,2020-11-30
"221","Gomez Reyes, Eloise","State Assembly","47",2018-12-03,2020-11-30
"456","Rubio, Blanca","State Assembly","48",2018-12-03,2020-11-30
"112","Chau, Edwin","State Assembly","49",2018-12-03,2020-11-30
"057","Bloom, Richard","State Assembly","50",2018-12-03,2020-11-30
"104","Carrillo, Wendy","State Assembly","51",2018-12-03,2020-11-30
"449","Rodriguez, Freddie","State Assembly","52",2018-12-03,2020-11-30
"467","Santiago, Miguel","State Assembly","53",2018-12-03,2020-11-30
"290","Kamlager, Sydney","State Assembly","54",2018-12-03,2020-11-30
"115","Chen, Phillip","State Assembly","55",2018-12-03,2020-11-30
"212","Garcia, Eduardo","State Assembly","56",2018-12-03,2020-11-30
"092","Calderon, Ian Charles","State Assembly","57",2018-12-03,2020-11-30
"211","Garcia, Cristina","State Assembly","58",2018-12-03,2020-11-30
"285","Jones-Sawyer, Reginald","State Assembly","59",2018-12-03,2020-11-30
"107","Cervantes, Sabrina","State Assembly","60",2018-12-03,2020-11-30
"370","Medina, Jose","State Assembly","61",2018-12-03,2020-11-30
"085","Burke, Autumn","State Assembly","62",2018-12-03,2020-11-30
"440","Rendon, Anthony","State Assembly","63",2018-12-03,2020-11-30
"216","Gipson, Mike","State Assembly","64",2018-12-03,2020-11-30
"436","Quirk-Silva, Sharon","State Assembly","65",2018-12-03,2020-11-30
"389","Muratsuchi, Al","State Assembly","66",2018-12-03,2020-11-30
"371","Melendez, Melissa","State Assembly","67",2018-12-03,2020-05-18
"461","S. Choi, Steven","State Assembly","68",2018-12-03,2020-11-30
"144","Daly, Tom","State Assembly","69",2018-12-03,2020-11-30
"407","O'Donnell, Patrick","State Assembly","70",2018-12-03,2020-11-30
"524","Voepel, Randy","State Assembly","71",2018-12-03,2020-11-30
"158","Diep, Tyler","State Assembly","72",2018-12-03,2020-11-30
"077","Brough, William","State Assembly","73",2018-12-03,2020-11-30
"427","Petrie-Norris, Cottie","State Assembly","74",2018-12-03,2020-11-30
"526","Waldron, Marie","State Assembly","75",2018-12-03,2020-11-30
"061","Boerner Horvath, Tasha","State Assembly","76",2018-12-03,2020-11-30
"346","Maienschein, Brian","State Assembly","77",2018-12-03,2020-11-30
"217","Gloria, Todd","State Assembly","78",2018-12-03,2020-11-30
"533","Weber, Shirley","State Assembly","79",2018-12-03,2020-11-30
"223","Gonzalez Fletcher, Lorena","State Assembly","80",2018-12-03,2020-11-30
"143","Dahle, Megan","State Assembly","1",2020-12-07,NA
"543","Wood, Jim","State Assembly","2",2020-12-07,NA
"208","Gallagher, James","State Assembly","3",2020-12-07,NA
"008","Aguiar-Curry, Cecilia","State Assembly","4",2020-12-07,NA
"054","Bigelow, Frank","State Assembly","5",2020-12-07,NA
"298","Kiley, Kevin","State Assembly","6",2020-12-07,NA
"365","McCarty, Kevin","State Assembly","7",2020-12-07,NA
"130","Cooley, Ken","State Assembly","8",2020-12-07,NA
"131","Cooper, Jim","State Assembly","9",2020-12-07,NA
"328","Levine, Marc","State Assembly","10",2020-12-07,NA
"194","Frazier, Jim","State Assembly","11",2020-12-07,NA
"186","Flora, Heath","State Assembly","12",2020-12-07,NA
"520","Villapudua, Carlos","State Assembly","13",2020-12-07,NA
"230","Grayson, Tim","State Assembly","14",2020-12-07,NA
"536","Wicks, Buffy","State Assembly","15",2020-12-07,NA
"040","Bauer-Kahan, Rebecca","State Assembly","16",2020-12-07,NA
"117","Chiu, David","State Assembly","17",2020-12-07,NA
"065","Bonta, Rob","State Assembly","18",2020-12-07,NA
"507","Ting, Phil","State Assembly","19",2020-12-07,NA
"437","Quirk, Bill","State Assembly","20",2020-12-07,NA
"229","Gray, Adam","State Assembly","21",2020-12-07,NA
"388","Mullin, Kevin","State Assembly","22",2020-12-07,NA
"420","Patterson, Jim","State Assembly","23",2020-12-07,NA
"050","Berman, Marc","State Assembly","24",2020-12-07,NA
"319","Lee, Alex","State Assembly","25",2020-12-07,NA
"356","Mathis, Devon","State Assembly","26",2020-12-07,NA
"289","Kalra, Ash","State Assembly","27",2020-12-07,NA
"340","Low, Evan","State Assembly","28",2020-12-07,NA
"492","Stone, Mark","State Assembly","29",2020-12-07,NA
"447","Rivas, Robert","State Assembly","30",2020-12-07,NA
"022","Arambula, Joaquin","State Assembly","31",2020-12-07,NA
"463","Salas, Rudy","State Assembly","32",2020-12-07,NA
"480","Smith, Thurston","State Assembly","33",2020-12-07,NA
"191","Fong, Vince","State Assembly","34",2020-12-07,NA
"140","Cunningham, Jordan","State Assembly","35",2020-12-07,NA
"314","Lackey, Tom","State Assembly","36",2020-12-07,NA
"044","Bennett, Steve","State Assembly","37",2020-12-07,NA
"353","Martinez Valladares, Suzette","State Assembly","38",2020-12-07,NA
"446","Rivas, Luz","State Assembly","39",2020-12-07,NA
"439","Ramos, James","State Assembly","40",2020-12-07,NA
"261","Holden, Chris","State Assembly","41",2020-12-07,NA
"358","Mayes, Chad","State Assembly","42",2020-12-07,NA
"196","Friedman, Laura","State Assembly","43",2020-12-07,NA
"278","Irwin, Jacqui","State Assembly","44",2020-12-07,NA
"204","Gabriel, Jesse","State Assembly","45",2020-12-07,NA
"399","Nazarian, Adrin","State Assembly","46",2020-12-07,NA
"221","Gomez Reyes, Eloise","State Assembly","47",2020-12-07,NA
"456","Rubio, Blanca","State Assembly","48",2020-12-07,NA
"112","Chau, Edwin","State Assembly","49",2020-12-07,NA
"057","Bloom, Richard","State Assembly","50",2020-12-07,NA
"104","Carrillo, Wendy","State Assembly","51",2020-12-07,NA
"449","Rodriguez, Freddie","State Assembly","52",2020-12-07,NA
"467","Santiago, Miguel","State Assembly","53",2020-12-07,NA
"290","Kamlager, Sydney","State Assembly","54",2020-12-07,NA
"115","Chen, Phillip","State Assembly","55",2020-12-07,NA
"212","Garcia, Eduardo","State Assembly","56",2020-12-07,NA
"093","Calderon, Lisa","State Assembly","57",2020-12-07,NA
"211","Garcia, Cristina","State Assembly","58",2020-12-07,NA
"285","Jones-Sawyer, Reginald","State Assembly","59",2020-12-07,NA
"107","Cervantes, Sabrina","State Assembly","60",2020-12-07,NA
"370","Medina, Jose","State Assembly","61",2020-12-07,NA
"085","Burke, Autumn","State Assembly","62",2020-12-07,NA
"440","Rendon, Anthony","State Assembly","63",2020-12-07,NA
"216","Gipson, Mike","State Assembly","64",2020-12-07,NA
"436","Quirk-Silva, Sharon","State Assembly","65",2020-12-07,NA
"389","Muratsuchi, Al","State Assembly","66",2020-12-07,NA
"473","Seyarto, Kelly","State Assembly","67",2020-12-07,NA
"461","S. Choi, Steven","State Assembly","68",2020-12-07,NA
"144","Daly, Tom","State Assembly","69",2020-12-07,NA
"407","O'Donnell, Patrick","State Assembly","70",2020-12-07,NA
"524","Voepel, Randy","State Assembly","71",2020-12-07,NA
"401","Nguyen, Janet","State Assembly","72",2020-12-07,NA
"146","Davies, Laurie","State Assembly","73",2020-12-07,NA
"427","Petrie-Norris, Cottie","State Assembly","74",2020-12-07,NA
"526","Waldron, Marie","State Assembly","75",2020-12-07,NA
"061","Boerner Horvath, Tasha","State Assembly","76",2020-12-07,NA
"346","Maienschein, Brian","State Assembly","77",2020-12-07,NA
"528","Ward, Chirstopher","State Assembly","78",2020-12-07,NA
"533","Weber, Shirley","State Assembly","79",2020-12-07,2021-01-28
"223","Gonzalez Fletcher, Lorena","State Assembly","80",2020-12-07,NA
"137","Cox, Dave","State Senate","1",2008-12-01,2010-07-13
"412","Oropeza, Jenny","State Senate","28",2006-12-04,2010-10-20
"458","Runner, Sharon","State Senate","21",2015-03-19,2016-07-14
"206","Gaines, Ted","State Senate","1",2016-12-05,2019-01-07
"317","Lara, Ricardo","State Senate","33",2016-12-05,2019-01-07
"347","Maldonado, Abel","State Senate","15",2008-12-01,2010-04-27
"457","Runner, George","State Senate","17",2008-12-01,2010-12-21
"097","Campbell, John","State Senate","35",2004-12-06,2005-12-06
"153","DeSaulnier, Mark","State Senate","7",2012-12-03,2015-01-02
"302","Knight, Steve","State Senate","21",2012-12-03,2015-01-03
"312","La Malfa, Doug","State Senate","4",2010-12-06,2012-08-31
"368","McLeod, Gloria Negrete","State Senate","32",2010-12-06,2013-01-02
"517","Vargas, Juan","State Senate","40",2010-12-06,2013-01-02
"527","Walters, Mimi","State Senate","37",2012-12-03,2015-01-03
"376","Mitchell, Holly","State Senate","30",2018-12-03,2012-11-30
"433","Price, Curren","State Senate","26",2010-12-06,2013-07-01
"444","Ridley-Thomas, Mark","State Senate","26",2006-12-04,2008-11-30
"458","Runner, Sharon","State Senate","17",2011-02-18,2012-12-03
"056","Block, Martin","State Senate","39",2012-12-03,2016-11-30
"176","Evans, Noreen","State Senate","2",2010-12-06,2014-11-30
"207","Galgiani, Cathleen","State Senate","5",2016-12-05,2020-11-30
"243","Harman, Tom","State Senate","35",2008-12-01,2012-11-30
"373","Migden, Carole","State Senate","3",2004-12-06,2008-11-30
"410","Oller, Thomas Rico","State Senate","1",2000-12-04,2004-11-30
"494","Strickland, Tony","State Senate","19",2008-12-01,2012-11-30
"538","Wiggins, Pat","State Senate","2",2006-12-04,2010-11-30
"121","Cogdill, Dave","State Senate","14",2006-12-04,2010-11-30
"001","Aanestad, Samuel","State Senate","4",2002-12-02,2006-11-30
"003","Ackerman, Dick","State Senate","33",2000-12-04,2004-11-30
"010","Alarcon, Richard","State Senate","20",1998-12-07,2002-11-30
"017","Alpert, Dede","State Senate","39",1996-12-02,2000-11-30
"018","Alquist, Elaine","State Senate","13",2004-12-06,2008-11-30
"021","Anderson, Joel","State Senate","36",2010-12-06,2014-11-30
"027","Ashburn, Roy","State Senate","18",2002-12-02,2006-11-30
"028","Atkins, Toni","State Senate","39",2016-12-05,2020-11-30
"037","Bates, Patricia","State Senate","36",2014-12-01,2018-11-30
"039","Battin, Jim","State Senate","37",2000-12-04,2004-11-30
"053","Berryhill, Tom","State Senate","14",2010-12-06,2014-11-30
"069","Bowen, Debra","State Senate","28",1998-12-07,2002-11-30
"071","Bradford, Steven","State Senate","35",2016-12-05,2020-11-30
"083","Brulte, James L.","State Senate","31",1996-12-02,2000-11-30
"094","Calderon, Ronald S.","State Senate","30",2006-12-04,2010-11-30
"106","Cedillo, Gil","State Senate","22",2002-12-02,2006-11-30
"111","Chang, Ling-Ling","State Senate","29",2018-12-01,2020-11-30
"116","Chesbro, Wesley","State Senate","2",1998-12-07,2002-11-30
"132","Corbett, Ellen","State Senate","10",2006-12-04,2010-11-30
"133","Correa, Lou","State Senate","34",2006-12-04,2010-11-30
"137","Cox, Dave","State Senate","1",2004-12-06,2008-11-30
"142","Dahle, Brian","State Senate","1",2019-12-06,2020-11-30
"151","De Leon, Kevin","State Senate","22",2010-12-06,2014-11-30
"153","DeSaulnier, Mark","State Senate","7",2008-12-01,2012-11-30
"159","Dodd, Bill","State Senate","3",2016-12-05,2020-11-30
"161","Ducheny, Denise Moreno","State Senate","40",2002-12-02,2006-11-30
"166","Dutton, Robert D.","State Senate","31",2004-12-06,2008-11-30
"172","Emmerson, Bill","State Senate","37",2010-06-09,2012-11-30
"175","Escutia, Martha M.","State Senate","30",1998-12-07,2002-11-30
"181","Figueroa, Liz","State Senate","10",1998-12-07,2002-11-30
"187","Florez, Dean","State Senate","16",2002-12-02,2006-11-30
"202","Fuller, Jean","State Senate","18",2010-12-06,2014-11-30
