"Id","Name","Birth","Party","District","Other terms","Race","White","Hispanic","Black","Asian","Female","Function","Beginning term","End of term","End Type","Exit","Next occupation","Term"
"102","Cardenas, Tony","03/31/1963","D",39,NA,"H",FALSE,TRUE,FALSE,FALSE,FALSE,NA,2000-12-04,2002-12-02,"On time","Termed out","CC candidate",2000
"257","Hertzberg, Bob","11/19/1954","D",40,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,"Speaker",2000-12-04,2002-12-02,"On time","Termed out",NA,2000
"421","Pavley, Fran","11/11/1948","D",41,NA,"W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,2000-12-04,2002-12-02,"On time","Reelection","Reelected",2000
"307","Koretz, Paul","04/03/1955","D",42,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2000-12-04,2002-12-02,"On time","Reelection","Reelected",2000
"199","Frommer, Dario","10/22/1963","D",43,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,"Majority Leader",2000-12-04,2002-12-02,"On time","Reelection","Reelected",2000
"334","Liu, Carol","09/12/1941","D",44,NA,"A",FALSE,FALSE,FALSE,TRUE,TRUE,"0",2000-12-04,2002-12-02,"On time","Reelection","Reelected",2000
"219","Goldberg, Jackie","11/18/1944","D",45,NA,"W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,2000-12-04,2002-12-02,"On time","Reelection","Reelected",2000
"106","Cedillo, Gil","03/25/1954","D",46,NA,"H",FALSE,TRUE,FALSE,FALSE,FALSE,NA,2000-12-04,2002-12-02,"On time","Not seek reelection","State Senate candidate",2000
"535","Wesson, Herb","11/11/1951","D",47,NA,"B",FALSE,FALSE,TRUE,FALSE,FALSE,"Speaker",2000-12-04,2002-12-02,"On time","Reelection","Reelected",2000
"548","Wright, Roderick","07/03/1952","D",48,NA,"B",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2000-12-04,2002-12-02,"On time","Termed out",NA,2000
"118","Chu, Judy","07/07/1953","D",49,NA,"A",FALSE,FALSE,FALSE,TRUE,TRUE,NA,2001-05-12,2002-12-02,"On time","Reelection","Reelected",2000
"183","Firebaugh, Marco Antonio","10/13/1966","D",50,NA,"H",FALSE,TRUE,FALSE,FALSE,FALSE,NA,2000-12-04,2002-12-02,"On time","Reelection","Reelected",2000
"266","Horton, Jerome","09/14/1956","D",51,NA,"B",FALSE,FALSE,TRUE,FALSE,FALSE,NA,2000-12-04,2002-12-02,"On time","Reelection","Reelected",2000
"529","Washington, Carl","01/25/1965","D",52,NA,"B",FALSE,FALSE,TRUE,FALSE,FALSE,NA,2000-12-04,2002-12-02,"On time","Termed out",NA,2000
"393","Nakano, George","11/24/1935","D",53,NA,"A",FALSE,FALSE,FALSE,TRUE,FALSE,NA,2000-12-04,2002-12-02,"On time","Reelection","Reelected",2000
"341","Lowenthal, Alan","03/08/1941","D",54,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2000-12-04,2002-12-02,"On time","Reelection","Reelected",2000
"412","Oropeza, Jenny","09/27/1957","D",55,NA,"H",FALSE,TRUE,FALSE,FALSE,TRUE,NA,2000-12-04,2002-12-02,"On time","Reelection","Reelected",2000
"249","Havice, Sally","10/16/1937","D",56,NA,"H",FALSE,TRUE,FALSE,FALSE,TRUE,NA,2000-12-04,2002-12-02,"On time","Termed out","USR candidate",2000
"113","Chavez, Edward",NA,"D",57,NA,"H",FALSE,TRUE,FALSE,FALSE,FALSE,NA,2000-12-04,2002-12-02,"On time","Reelection","Reelected",2000
"095","Calderon, Thomas","04/08/1954","D",58,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2000-12-04,2002-12-02,"On time",NA,NA,2000
"385","Mountjoy, Dennis",NA,"R",59,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2000-12-04,2002-12-02,"On time","Reelection","Reelected",2000
"415","Pacheco, Robert","06/10/1934","R",60,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2000-12-04,2002-12-02,"On time","Reelection","Reelected",2000
"368","McLeod, Gloria Negrete","09/06/1941","D",61,NA,"H",FALSE,TRUE,FALSE,FALSE,TRUE,NA,2000-12-04,2002-12-02,"On time","Reelection","Reelected",2000
"338","Longville, John","09/21/1949","D",62,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2000-12-04,2002-12-02,"On time","Reelection","Reelected",2000
"324","Leonard, Bill","10/29/1947","R",63,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2000-12-04,2002-12-02,"On time","Termed out","State Board",2000
"416","Pacheco, Rod","05/07/1958","R",64,NA,"H",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2000-12-04,2002-12-02,"On time","Termed out","Attorney",2000
"062","Bogh, Russ",NA,"R",65,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2000-12-04,2002-12-02,"On time","Reelection","Reelected",2000
"262","Hollingsworth, Dennis","01/12/1967","R",66,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2000-12-04,2002-11-30,"On time","Not seek reelection","State Senate candidate",2000
"243","Harman, Tom","05/30/1941","R",67,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2000-12-04,2002-12-02,"On time","Reelection","Reelected",2000
"345","Maddox, Ken","02/29/1964","R",68,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2000-12-04,2002-12-02,"On time","Reelection","Reelected",2000
"133","Correa, Lou","01/24/1958","D",69,NA,"H",FALSE,TRUE,FALSE,FALSE,FALSE,NA,2000-12-04,2002-12-02,"On time","Reelection","Reelected",2000
"097","Campbell, John","07/19/1955","R",70,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2000-12-04,2002-12-02,"On time","Reelection","Reelected",2000
"096","Campbell, Bill","04/08/1942","R",71,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2000-12-04,2002-12-02,"On time","Termed out","BS candidate",2000
"145","Daucher, Lynn","01/01/1946","R",72,NA,"W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,2000-12-04,2002-12-02,"On time","Reelection","Reelected",2000
"037","Bates, Patricia","12/15/1939","R",73,NA,"W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,2000-12-04,2002-12-02,"On time","Reelection","Reelected",2000
"549","Wyland, Mark","10/27/1946","R",74,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2000-12-04,2002-12-02,"On time","Reelection","Reelected",2000
"555","Zettel, Charlene","05/26/1947","R",75,NA,"H",FALSE,TRUE,FALSE,FALSE,TRUE,NA,2000-12-04,2002-12-02,"On time","Reelection","Reelected",2000
"296","Kehoe, Christine","10/03/1950","D",76,NA,"W",TRUE,FALSE,FALSE,FALSE,TRUE,"Speaker Pro Tempore",2000-12-04,2002-12-02,"On time","Reelection","Reelected",2000
"313","La Suer, Jay","01/24/1940","R",77,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2000-12-04,2002-12-02,"On time","Reelection","Reelected",2000
"532","Wayne, Howard","11/02/1948","D",78,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2000-12-04,2002-12-02,"On time","Termed out","Attorney",2000
"517","Vargas, Juan","03/07/1961","D",79,NA,"H",FALSE,TRUE,FALSE,FALSE,FALSE,NA,2000-12-04,2002-12-02,"On time","Reelection","Reelected",2000
"297","Kelley, Dave","10/11/1928","R",80,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2000-12-04,2002-12-02,"On time","Not seek reelection","State Senate candidate",2000
"006","Aghazarian, Greg","09/10/1964","R",26,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2002-12-02,2004-11-30,"On time","Reelection","Reelected",2002
"037","Bates, Patricia","12/15/1939","R",73,"S-CC-M","W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,2002-12-02,2004-11-30,"On time","Termed out","BS candidate",2002
"045","Benoit, John J.","12/27/1951","R",64,"S-CC","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2002-12-02,2004-11-30,"On time","Reelection","Reelected",2002
"047","Berg, Patty","06/06/1942","D",1,NA,"W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,2002-12-02,2004-11-30,"On time","Reelection","Reelected",2002
"051","Bermudez, Rudy",NA,"D",56,NA,"H",NA,NA,NA,NA,FALSE,NA,2002-12-02,2004-11-30,"On time","Reelection","Reelected",2002
"062","Bogh, Russ",NA,"R",65,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2002-12-02,2004-11-30,"On time","Reelection","Reelected",2002
"094","Calderon, Ronald S.","08/12/1957","D",58,"S","H",FALSE,TRUE,FALSE,FALSE,FALSE,NA,2002-12-02,2004-11-30,"On time","Reelection","Reelected",2002
"097","Campbell, John","07/19/1955","R",70,"USR - S","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2002-12-02,2004-11-30,"On time","Termed out","State Senate candidate",2002
"100","Canciamilla, Joseph",NA,"D",11,"CC-M","H",FALSE,TRUE,FALSE,FALSE,FALSE,NA,2002-12-02,2004-11-30,"On time","Reelection","Reelected",2002
"109","Chan, Wilma","10/05/1949","D",16,"CC","A",FALSE,FALSE,FALSE,TRUE,TRUE,"Assembly Majority Whip",2002-12-02,2004-11-30,"On time","Reelection","Reelected",2002
"113","Chavez, Edward",NA,"D",57,NA,"H",FALSE,TRUE,FALSE,FALSE,FALSE,NA,2002-12-02,2004-11-30,"On time","Reelection","Reelected",2002
"118","Chu, Judy","07/07/1953","D",49,"USR-CC-M","A",FALSE,FALSE,FALSE,TRUE,TRUE,NA,2002-12-02,2004-11-30,"On time","Reelection","Reelected",2002
"121","Cogdill, Dave","12/31/1950","R",25,"S","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2002-12-02,2004-11-30,"On time","Reelection","Reelected",2002
"122","Cohn, Rebecca","03/30/1954","D",24,NA,"W",TRUE,FALSE,FALSE,FALSE,TRUE,"Assistant Majority Leader",2002-12-02,2004-11-30,"On time","Reelection","Reelected",2002
"132","Corbett, Ellen","12/31/1954","D",18,"S-CC-M","W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,2002-12-02,2004-11-30,"On time","Termed out","State Senate candidate",2002
"133","Correa, Lou","01/24/1958","D",69,"USR - CC - S","H",FALSE,TRUE,FALSE,FALSE,FALSE,NA,2002-12-02,2004-11-30,"On time","Termed out","BS candidate",2002
"137","Cox, Dave","02/20/1938","R",5,"S-CC","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2002-12-02,2004-11-30,"On time","Termed out","State Senate candidate",2002
"145","Daucher, Lynn","01/01/1946","R",72,"CC","W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,2002-12-02,2004-11-30,"On time","Reelection","Reelected",2002
"155","Diaz, Manny","07/04/1953","D",23,"CC","H",FALSE,TRUE,FALSE,FALSE,FALSE,NA,2002-12-02,2004-11-30,"On time","Termed out","State Senate candidate",2002
"165","Dutra, John","10/15/1935","D",20,NA,"W",NA,NA,NA,NA,FALSE,NA,2002-12-02,2004-11-30,"On time","Termed out",NA,2002
"166","Dutton, Robert D.","10/13/1950","R",63,"S-CC","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2002-12-02,2004-11-30,"On time","Not seek reelection","State Senate candidate",2002
"168","Dymally, Mervyn","05/12/1926","D",52,"S-USR-","B",FALSE,FALSE,TRUE,FALSE,FALSE,NA,2002-12-02,2004-11-30,"On time","Reelection","Reelected",2002
"183","Firebaugh, Marco Antonio","10/13/1966","D",50,NA,"H",FALSE,TRUE,FALSE,FALSE,FALSE,NA,2002-12-02,2004-11-30,"On time","Termed out",NA,2002
"199","Frommer, Dario","10/22/1963","D",43,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,"Majority Leader",2002-12-02,2004-11-30,"On time","Reelection","Reelected",2002
"210","Garcia, Bonnie",NA,"R",80,NA,"H",FALSE,TRUE,FALSE,FALSE,TRUE,NA,2002-12-02,2004-11-30,"On time","Reelection","Reelected",2002
"219","Goldberg, Jackie","11/18/1944","D",45,"CC","W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,2002-12-02,2004-11-30,"On time","Reelection","Reelected",2002
"239","Hancock, Loni","04/10/1940","D",14,"S-M","W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,2002-12-02,2004-11-30,"On time","Reelection","Reelected",2002
"243","Harman, Tom","05/30/1941","R",67,"S-CC","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2002-12-02,2004-11-30,"On time","Reelection","Reelected",2002
"253","Haynes, Ray","08/26/1954","R",66,"S","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2002-12-02,2004-11-30,"On time","Reelection","Reelected",2002
"266","Horton, Jerome","09/14/1956","D",51,NA,"B",FALSE,FALSE,TRUE,FALSE,FALSE,NA,2002-12-02,2004-11-30,"On time","Reelection","Reelected",2002
"267","Horton, Shirley",NA,"R",78,"CC-M","A",FALSE,FALSE,FALSE,TRUE,TRUE,NA,2002-12-02,2004-11-30,"On time","Reelection","Reelected",2002
"269","Houston, Guy S.","01/01/1960","R",15,"M","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2002-12-02,2004-11-30,"On time","Reelection","Reelected",2002
"281","Jackson, Hannah-Beth","05/19/1950","D",35,"S","W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,2002-12-02,2004-11-30,"On time","Termed out","State Senate candidate",2002
"295","Keene, Rick","11/16/1957","R",3,"CC-M","W",TRUE,FALSE,FALSE,FALSE,FALSE,"Republican Whip",2002-12-02,2004-11-30,"On time","Reelection","Reelected",2002
"296","Kehoe, Christine","10/03/1950","D",76,"CC-S","W",TRUE,FALSE,FALSE,FALSE,TRUE,"Speaker Pro Tempore",2002-12-02,2004-11-30,"On time","Termed out","State Senate candidate",2002
"307","Koretz, Paul","04/03/1955","D",42,"CC","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2002-12-02,2004-11-30,"On time","Reelection","Reelected",2002
"312","La Malfa, Doug","07/02/1960","R",2,"USR-S","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2002-12-02,2004-11-30,"On time","Reelection","Reelected",2002
"313","La Suer, Jay","01/24/1940","R",77,"CC-M","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2002-12-02,2004-11-30,"On time","Reelection","Reelected",2002
"315","Laird, John","03/29/1950","D",27,"M-S","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2002-12-02,2004-11-30,"On time","Reelection","Reelected",2002
"323","Leno, Mark","09/24/1951","D",13,"S-CC","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2002-12-02,2004-11-30,"On time","Reelection","Reelected",2002
"325","Leslie, Tim","02/04/1942","R",4,"S","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2002-12-02,2004-11-30,"On time","Reelection","Reelected",2002
"327","Levine, Lloyd","01/01/1969","D",40,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2002-12-02,2004-11-30,"On time","Reelection","Reelected",2002
"330","Lieber, Sally J.","04/24/1961","D",22,"CC-M","W",TRUE,FALSE,FALSE,FALSE,TRUE,"Speaker Pro Tempore",2002-12-02,2004-11-30,"On time","Reelection","Reelected",2002
"334","Liu, Carol","09/12/1941","D",44,"S-CC","A",FALSE,FALSE,FALSE,TRUE,TRUE,"0",2002-12-02,2004-11-30,"On time","Reelection","Reelected",2002
"338","Longville, John","09/21/1949","D",62,"CC-M","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2002-12-02,2004-11-30,"On time","Termed out",NA,2002
"341","Lowenthal, Alan","03/08/1941","D",54,"USR-S","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2002-12-02,2004-11-30,"On time","Termed out","State Senate candidate",2002
"345","Maddox, Ken","02/29/1964","R",68,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2002-12-02,2004-11-30,"On time","Termed out","State Senate candidate",2002
"347","Maldonado, Abel","08/21/1967","R",33,"CC-M-S-Gov","H",FALSE,TRUE,FALSE,FALSE,FALSE,NA,2002-12-02,2004-11-30,"On time","Termed out","State Senate candidate",2002
"357","Matthews, Barbara",NA,"D",17,NA,"W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,2002-12-02,2004-11-30,"On time","Reelection","Reelected",2002
"360","Maze, Bill","04/09/1946","R",34,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2002-12-02,2004-11-30,"On time","Reelection","Reelected",2002
"363","McCarthy, Kevin","01/26/1965","R",32,"USR","W",TRUE,FALSE,FALSE,FALSE,FALSE,"Minority Leader",2002-12-02,2004-11-30,"On time","Reelection","Reelected",2002
"368","McLeod, Gloria Negrete","09/06/1941","D",61,"USR - S","H",FALSE,TRUE,FALSE,FALSE,TRUE,NA,2002-12-02,2004-11-30,"On time","Reelection","Reelected",2002
"380","Montañez, Cindy","01/01/1974","D",39,"CC","H",FALSE,TRUE,FALSE,FALSE,TRUE,NA,2002-12-02,2004-11-30,"On time","Reelection","Reelected",2002
"385","Mountjoy, Dennis",NA,"R",59,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2002-12-02,2004-11-30,"On time","Reelection","Reelected",2002
"387","Mullin, Gene",NA,"D",19,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2002-12-02,2004-11-30,"On time","Reelection","Reelected",2002
"392","Nakanishi, Alan","03/21/1940","R",10,"M-CC","A",FALSE,FALSE,FALSE,TRUE,FALSE,NA,2002-12-02,2004-11-30,"On time","Reelection","Reelected",2002
"393","Nakano, George","11/24/1935","D",53,"CC","A",FALSE,FALSE,FALSE,TRUE,FALSE,NA,2002-12-02,2004-11-30,"On time","Termed out",NA,2002
"394","Núñez, Fabian","12/27/1966","D",46,NA,"H",FALSE,TRUE,FALSE,FALSE,FALSE,"Speaker",2002-12-02,2004-11-30,"On time","Reelection","Reelected",2002
"396","Nation, Joseph","07/18/1956","D",6,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2002-12-02,2004-11-30,"On time","Reelection","Reelected",2002
"412","Oropeza, Jenny","09/27/1957","D",55,"CC-S","H",FALSE,TRUE,FALSE,FALSE,TRUE,NA,2002-12-02,2004-11-30,"On time","Reelection","Reelected",2002
"415","Pacheco, Robert","06/10/1934","R",60,"CC","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2002-12-02,2004-11-30,"On time","Termed out","State Board",2002
"419","Parra, Nicole","02/03/1970","D",30,NA,"H",FALSE,TRUE,FALSE,FALSE,TRUE,NA,2002-12-02,2004-11-30,"On time","Reelection","Reelected",2002
"421","Pavley, Fran","11/11/1948","D",41,"S-M","W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,2002-12-02,2004-11-30,"On time","Reelection","Reelected",2002
"428","Plescia, George","08/19/1966","R",75,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2002-12-02,2004-11-30,"On time","Reelection","Reelected",2002
"441","Reyes, Sarah","02/24/1961","D",31,NA,"H",NA,NA,NA,NA,TRUE,NA,2002-12-02,2004-11-30,"On time","Termed out",NA,2002
"442","Richman, Keith","11/21/1953","R",38,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2002-12-02,2004-11-30,"On time","Reelection","Reelected",2002
"444","Ridley-Thomas, Mark","11/06/1954","D",48,"CC - S","B",FALSE,FALSE,TRUE,FALSE,FALSE,NA,2002-12-02,2004-11-30,"On time","Reelection","Reelected",2002
"458","Runner, Sharon","05/17/1954","R",36,"S","W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,2002-12-02,2004-11-30,"On time","Reelection","Reelected",2002
"465","Salinas, Simon","01/01/1956","D",28,"CC","H",FALSE,TRUE,FALSE,FALSE,FALSE,NA,2002-12-02,2004-11-30,"On time","Reelection","Reelected",2002
"466","Samuelian, Steven N.",NA,"R",29,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2002-12-02,2004-11-30,"On time",NA,NA,2002
"477","Simitian, Joseph","02/01/1953","D",21,"S-CC","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2002-12-02,2004-11-30,"On time","Termed out","State Senate candidate",2002
"487","Spitzer, Todd","11/26/1960","R",71,"CC","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2002-12-02,2004-11-30,"On time","Reelection","Reelected",2002
"489","Steinberg, Darrell","10/15/1959","D",9,"CC-M-S","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2002-12-02,2004-11-30,"On time","Termed out","State Senate candidate",2002
"494","Strickland, Tony","02/17/1970","R",37,"S","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2002-12-02,2004-11-30,"On time","Termed out","State Senate candidate",2002
"517","Vargas, Juan","03/07/1961","D",79,"USR-S-CC","H",FALSE,TRUE,FALSE,FALSE,FALSE,NA,2002-12-02,2004-11-30,"On time","Reelection","Reelected",2002
"535","Wesson, Herb","11/11/1951","D",47,"CC","B",FALSE,FALSE,TRUE,FALSE,FALSE,"Speaker",2002-12-02,2004-11-30,"On time","Termed out","CC candidate",2002
"538","Wiggins, Pat","04/19/1940","D",7,"S-CC","W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,2002-12-02,2004-11-30,"On time","Termed out","State Senate candidate",2002
"542","Wolk, Lois","05/12/1946","D",8,"S-CC","W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,2002-12-02,2004-11-30,"On time","Reelection","Reelected",2002
"549","Wyland, Mark","10/27/1946","R",74,"S","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2002-12-02,2004-11-30,"On time","Reelection","Reelected",2002
"552","Yee, Leland Y.","11/20/1948","D",12,"S","A",FALSE,FALSE,FALSE,TRUE,FALSE,"Speaker Pro Tempore",2002-12-02,2004-11-30,"On time","Reelection","Reelected",2002
"555","Zettel, Charlene","05/26/1947","R",75,NA,"H",FALSE,TRUE,FALSE,FALSE,TRUE,NA,2002-12-02,NA,"Early","Legislative campaign","State Senate candidate",2002
"006","Aghazarian, Greg","09/10/1964","R",26,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2004-12-06,2006-11-30,"On time","Reelection","Reelected",2004
"023","Arambula, Juan","01/29/1952","D",31,"CC","H",FALSE,TRUE,FALSE,FALSE,FALSE,NA,2004-12-06,2006-11-30,"On time","Reelection","Reelected",2004
"030","Baca, Joe Jr.","10/08/1969","D",62,"CC","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2004-12-06,2006-11-30,"On time","Not seek reelection","State Senate candidate",2004
"036","Bass, Karen","10/03/1953","D",47,"USR","B",FALSE,FALSE,TRUE,FALSE,TRUE,"Speaker",2004-12-06,2006-11-30,"On time","Reelection","Reelected",2004
"045","Benoit, John J.","12/27/1951","R",64,"S-CC","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2004-12-06,2006-11-30,"On time","Reelection","Reelected",2004
"047","Berg, Patty","06/06/1942","D",1,NA,"W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,2004-12-06,2006-11-30,"On time","Reelection","Reelected",2004
"051","Bermudez, Rudy",NA,"D",56,NA,"H",NA,NA,NA,NA,FALSE,NA,2004-12-06,2006-11-30,"On time","Reelection","Defeated",2004
"055","Blakeslee, Sam","06/25/1955","R",33,"S","W",TRUE,FALSE,FALSE,FALSE,FALSE,"Minority Leader",2004-12-06,2006-11-30,"On time","Reelection","Reelected",2004
"062","Bogh, Russ",NA,"R",65,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2004-12-06,2006-11-30,"On time","Termed out",NA,2004
"094","Calderon, Ronald S.","08/12/1957","D",58,"S","H",FALSE,TRUE,FALSE,FALSE,FALSE,NA,2004-12-06,2006-11-30,"On time","Not seek reelection","State Senate candidate",2004
"100","Canciamilla, Joseph",NA,"D",11,"CC-M","H",FALSE,TRUE,FALSE,FALSE,FALSE,NA,2004-12-06,2006-11-30,"On time","Termed out",NA,2004
"109","Chan, Wilma","10/05/1949","D",16,"CC","A",FALSE,FALSE,FALSE,TRUE,TRUE,"Assembly Majority Whip",2004-12-06,2006-11-30,"On time","Termed out","BS candidate",2004
"113","Chavez, Edward",NA,"D",57,NA,"H",FALSE,TRUE,FALSE,FALSE,FALSE,NA,2004-12-06,2006-11-30,"On time","Termed out",NA,2004
"118","Chu, Judy","07/07/1953","D",49,"USR-CC-M","A",FALSE,FALSE,FALSE,TRUE,TRUE,NA,2004-12-06,2006-11-30,"On time","Not seek reelection","State Board",2004
"121","Cogdill, Dave","12/31/1950","R",25,"S","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2004-12-06,2006-11-30,"On time","Termed out","State Senate candidate",2004
"122","Cohn, Rebecca","03/30/1954","D",24,NA,"W",TRUE,FALSE,FALSE,FALSE,TRUE,"Assistant Majority Leader",2004-12-06,2006-11-30,"On time","Termed out","University",2004
"136","Coto, Joe","01/01/1939","D",23,NA,"H",FALSE,TRUE,FALSE,FALSE,FALSE,NA,2004-12-06,2006-11-30,"On time","Reelection","Reelected",2004
"145","Daucher, Lynn","01/01/1946","R",72,"CC","W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,2004-12-06,2006-11-30,"On time","Termed out",NA,2004
"150","De La Torre, Hector",NA,"D",50,"CC-M","H",FALSE,TRUE,FALSE,FALSE,FALSE,NA,2004-12-06,2006-11-30,"On time","Reelection","Reelected",2004
"154","DeVore, Chuck","05/20/1962","R",70,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2004-12-06,2006-11-30,"On time","Reelection","Reelected",2004
"168","Dymally, Mervyn","05/12/1926","D",52,"S-USR-","B",FALSE,FALSE,TRUE,FALSE,FALSE,NA,2004-12-06,2006-11-30,"On time","Reelection","Reelected",2004
"172","Emmerson, Bill","10/28/1945","R",63,"S","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2004-12-06,2006-11-30,"On time","Reelection","Reelected",2004
"176","Evans, Noreen","04/22/1955","D",7,"S-CC","W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,2004-12-06,2006-11-30,"On time","Reelection","Reelected",2004
"199","Frommer, Dario","10/22/1963","D",43,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,"Majority Leader",2004-12-06,2006-11-30,"On time","Termed out","Lobbyist",2004
"210","Garcia, Bonnie",NA,"R",80,NA,"H",FALSE,TRUE,FALSE,FALSE,TRUE,NA,2004-12-06,2006-11-30,"On time","Reelection","Reelected",2004
"219","Goldberg, Jackie","11/18/1944","D",45,"CC","W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,2004-12-06,2006-11-30,"On time","Termed out","State Board",2004
"224","Gordon, Mike","11/15/1957","D",53,NA,"W",NA,NA,NA,NA,FALSE,NA,2004-12-06,2006-11-30,"On time",NA,NA,2004
"239","Hancock, Loni","04/10/1940","D",14,"S-M","W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,2004-12-06,2006-11-30,"On time","Reelection","Reelected",2004
"243","Harman, Tom","05/30/1941","R",67,"S-CC","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2004-12-06,2006-06-13,"On time","Termed out","State Senate candidate",2004
"253","Haynes, Ray","08/26/1954","R",66,"S","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2004-12-06,2006-11-30,"On time",NA,NA,2004
"266","Horton, Jerome","09/14/1956","D",51,NA,"B",FALSE,FALSE,TRUE,FALSE,FALSE,NA,2004-12-06,2006-11-30,"On time","Termed out","State Board",2004
"267","Horton, Shirley",NA,"R",78,"CC-M","A",FALSE,FALSE,FALSE,TRUE,TRUE,NA,2004-12-06,2006-11-30,"On time","Reelection","Reelected",2004
