"Id","Name","Office","Local Division","Beginning term","End of term"
"326","Levin, Meldon E.","State Assembly","44",1980-12-05,1982-11-30
"454","Rosenthal, Herschel","State Assembly","45",1980-12-05,1982-11-30
"453","Roos, Michael","State Assembly","46",1980-12-05,1982-11-30
"274","Hughes, Teresa","State Assembly","47",1980-12-05,1982-11-30
"530","Waters, Maxine","State Assembly","48",1980-12-05,1982-11-30
"381","Moore, Gwen","State Assembly","49",1980-12-05,1982-11-30
"513","Tucker, Curtis R.","State Assembly","50",1980-12-05,1982-11-30
"460","Ryan, Marilyn","State Assembly","51",1980-12-05,1982-11-30
"178","Felando, Gerald N.","State Assembly","52",1980-12-05,1982-11-30
"188","Floyd, Richard E. \"Dick\"","State Assembly","53",1980-12-05,1982-11-30
"519","Vicencia, Frank","State Assembly","54",1980-12-05,1982-11-30
"011","Alatorre, Richard","State Assembly","55",1980-12-05,1982-11-30
"509","Torres, Art","State Assembly","56",1980-12-05,1982-11-30
"171","Elder, Dave","State Assembly","57",1980-12-05,1982-11-30
"079","Brown, Dennis L.","State Assembly","58",1980-12-05,1982-11-30
"355","Martinez, Matthew G. \"Marty\"","State Assembly","59",1980-12-05,1982-07-15
"502","Tanner, Sally","State Assembly","60",1980-12-05,1982-11-30
"386","Mountjoy, Richard \"Dick\"","State Assembly","61",1980-12-05,1982-11-30
"316","Lancaster, William H.\"Bill\"","State Assembly","62",1980-12-05,1982-11-30
"553","Young, Bruce E.","State Assembly","63",1980-12-05,1982-11-30
"495","Striling, Dave","State Assembly","64",1980-12-05,1982-11-30
"138","Cramer, Jim","State Assembly","65",1980-12-05,1982-11-30
"218","Goggin, Terry","State Assembly","66",1980-12-05,1982-11-30
"324","Leonard, Bill","State Assembly","67",1980-12-05,1982-11-30
"277","Ingalls, Walter M.","State Assembly","68",1980-12-05,1982-11-30
"283","Johnson, Ross","State Assembly","69",1980-12-05,1982-11-30
"329","Lewis, John R.","State Assembly","70",1980-12-05,1982-11-30
"546","Wray, Chester B. \"Chet\"","State Assembly","71",1980-12-05,1982-11-30
"448","Robinson, Richard","State Assembly","72",1980-12-05,1982-11-30
"198","Frizzelle, Nolan","State Assembly","73",1980-12-05,1982-11-30
"048","Bergeson, Marian","State Assembly","74",1980-12-05,1982-11-30
"297","Kelley, Dave","State Assembly","75",1980-12-05,1982-11-30
"193","Frazee, Robert C. (Bob)","State Assembly","76",1980-12-05,1982-11-30
"491","Stirling, Larry","State Assembly","77",1980-12-05,1982-11-30
"291","Kapiloff, Lawrence","State Assembly","78",1980-12-05,1982-09-03
"108","Chacon, Peter R.","State Assembly","79",1980-12-05,1982-11-30
"152","Deddeh, Wadie P.","State Assembly","80",1980-12-05,1982-11-30
"488","Statham, Stan","State Assembly","1",1982-12-06,1984-11-30
"248","Hauser, Dan","State Assembly","2",1982-12-06,1984-11-30
"254","Herger, Wally","State Assembly","3",1982-12-06,1984-11-30
"240","Hannigan, Thomas M.","State Assembly","4",1982-12-06,1984-11-30
"163","Duffy, Jean Moorehead","State Assembly","5",1982-12-06,1984-11-30
"125","Connelly, Lloyd G.","State Assembly","6",1982-12-06,1984-11-30
"531","Waters, Norman S.","State Assembly","7",1982-12-06,1984-11-30
"471","Sebastiani, Don","State Assembly","8",1982-12-06,1984-11-30
"182","Filante, William J. \"Bill\"","State Assembly","9",1982-12-06,1984-11-30
"279","Isenberg, Phillip","State Assembly","10",1982-12-06,1984-11-30
"098","Campbell, Robert J. \"Bob\"","State Assembly","11",1982-12-06,1984-11-30
"038","Bates, Tom","State Assembly","12",1982-12-06,1984-11-30
"245","Harris, Elihu M.","State Assembly","13",1982-12-06,1984-11-30
"301","Klehs, Johan","State Assembly","14",1982-12-06,1984-11-30
"033","Baker, William P. (Bill)","State Assembly","15",1982-12-06,1984-11-30
"007","Agnos, Art","State Assembly","16",1982-12-06,1984-11-30
"081","Brown, Willie L. Jr.","State Assembly","17",1982-12-06,1984-11-30
"362","McAlister, Alister","State Assembly","18",1982-12-06,1984-11-30
"418","Papan, Louis","State Assembly","19",1982-12-01,1984-11-30
"398","Naylor, Robert W.","State Assembly","20",1982-12-06,1984-11-30
"475","Sher, Byron","State Assembly","21",1982-12-06,1984-11-30
"306","Konnyu, Ernest L.","State Assembly","22",1982-12-06,1984-11-30
"518","Vasconcellos, John","State Assembly","23",1982-12-06,1984-11-30
"134","Cortese, Dominic L. \"Dom\"","State Assembly","24",1982-12-06,1984-11-30
"025","Areias, Rusty","State Assembly","25",1982-12-06,1984-11-30
"284","Johnston, Pat","State Assembly","26",1982-12-06,1984-11-30
"124","Condit, Gary A.","State Assembly","27",1982-12-06,1984-11-30
"177","Farr, Sam","State Assembly","28",1982-12-06,1984-11-30
"470","Seastrand, Eric","State Assembly","29",1982-12-06,1984-11-30
"135","Costa, Jim","State Assembly","30",1982-12-06,1984-11-30
"076","Bronzan, Bruce","State Assembly","31",1982-12-06,1984-11-30
"286","Jones, Bill","State Assembly","32",1982-12-06,1984-11-30
"451","Rogers, Don","State Assembly","33",1982-12-06,1984-11-30
"550","Wyman, Phil","State Assembly","34",1982-12-06,1984-11-30
"406","O'Connell, Jack","State Assembly","35",1982-12-06,1984-11-30
"366","McClintock, Tom","State Assembly","36",1982-12-06,1984-11-30
"547","Wright, Cathie","State Assembly","37",1982-12-06,1984-11-30
"311","La Follette, Marian W.","State Assembly","38",1982-12-06,1984-11-30
"293","Katz, Richard","State Assembly","39",1982-12-06,1984-11-30
"035","Bane, Tom","State Assembly","40",1982-12-06,1984-11-30
"404","Nolan, Patrick J.","State Assembly","41",1982-12-06,1984-11-30
"386","Mountjoy, Richard \"Dick\"","State Assembly","42",1982-12-06,1984-11-30
"147","Davis, Gray","State Assembly","43",1982-12-06,1984-11-30
"252","Hayden, Tom","State Assembly","44",1982-12-06,1984-11-30
"350","Margolin, Burt M.","State Assembly","45",1982-12-06,1984-11-30
"453","Roos, Michael","State Assembly","46",1982-12-06,1984-11-30
"274","Hughes, Teresa","State Assembly","47",1982-12-06,1984-11-30
"530","Waters, Maxine","State Assembly","48",1982-12-06,1984-11-30
"381","Moore, Gwen","State Assembly","49",1982-12-06,1984-11-30
"513","Tucker, Curtis R.","State Assembly","50",1982-12-06,1984-11-30
"178","Felando, Gerald N.","State Assembly","51",1982-12-06,1984-11-30
"258","Hill, Frank","State Assembly","52",1982-12-06,1984-11-30
"188","Floyd, Richard E. \"Dick\"","State Assembly","53",1982-12-06,1984-11-30
"519","Vicencia, Frank","State Assembly","54",1982-12-06,1984-11-30
"011","Alatorre, Richard","State Assembly","55",1982-12-06,1984-11-30
"378","Molina, Gloria","State Assembly","56",1982-12-06,1984-11-30
"171","Elder, Dave","State Assembly","57",1982-12-06,1984-11-30
"079","Brown, Dennis L.","State Assembly","58",1982-12-06,1984-11-30
"091","Calderon, Charles M.","State Assembly","59",1982-12-06,1984-11-30
"502","Tanner, Sally","State Assembly","60",1982-12-06,1984-11-30
"324","Leonard, Bill","State Assembly","61",1982-12-06,1984-11-30
"316","Lancaster, William H.\"Bill\"","State Assembly","62",1982-12-06,1984-11-30
"553","Young, Bruce E.","State Assembly","63",1982-12-06,1984-11-30
"283","Johnson, Ross","State Assembly","64",1982-12-06,1984-11-30
"031","Bader, Charles W.","State Assembly","65",1982-12-06,1984-11-30
"218","Goggin, Terry","State Assembly","66",1982-12-06,1984-11-30
"329","Lewis, John R.","State Assembly","67",1982-12-06,1984-11-30
"120","Clute, Steve","State Assembly","68",1982-12-06,1984-11-30
"198","Frizzelle, Nolan","State Assembly","69",1982-12-06,1984-11-30
"048","Bergeson, Marian","State Assembly","70",1982-12-06,1984-11-30
"014","Allen, Doris","State Assembly","71",1982-12-06,1984-11-30
"448","Robinson, Richard","State Assembly","72",1982-12-06,1984-11-30
"297","Kelley, Dave","State Assembly","73",1982-12-06,1984-11-30
"193","Frazee, Robert C. (Bob)","State Assembly","74",1982-12-06,1984-11-30
"377","Mojonnier, Sunny","State Assembly","75",1982-12-06,1984-11-30
"072","Bradley, Bill","State Assembly","76",1982-12-06,1984-11-30
"491","Stirling, Larry","State Assembly","77",1982-12-06,1984-11-30
"299","Killea, Lucy","State Assembly","78",1982-12-06,1984-11-30
"108","Chacon, Peter R.","State Assembly","79",1982-12-06,1984-11-30
"422","Peace, Stephen","State Assembly","80",1982-12-06,1984-11-30
"488","Statham, Stan","State Assembly","1",1984-12-05,1986-11-30
"248","Hauser, Dan","State Assembly","2",1984-12-05,1986-11-30
"254","Herger, Wally","State Assembly","3",1984-12-05,1986-11-30
"240","Hannigan, Thomas M.","State Assembly","4",1992-12-07,1994-11-30
"163","Duffy, Jean Moorehead","State Assembly","5",1984-12-05,1986-11-30
"125","Connelly, Lloyd G.","State Assembly","6",1984-12-05,1986-11-30
"531","Waters, Norman S.","State Assembly","7",1984-12-05,1986-11-30
"471","Sebastiani, Don","State Assembly","8",1984-12-05,1986-11-30
"182","Filante, William J. \"Bill\"","State Assembly","9",1984-12-05,1986-11-30
"279","Isenberg, Phillip","State Assembly","10",1984-12-05,1986-11-30
"098","Campbell, Robert J. \"Bob\"","State Assembly","11",1984-12-05,1986-11-30
"038","Bates, Tom","State Assembly","12",1984-12-05,1986-11-30
"245","Harris, Elihu M.","State Assembly","13",1984-12-05,1986-11-30
"301","Klehs, Johan","State Assembly","14",1984-12-05,1986-11-30
"033","Baker, William P. (Bill)","State Assembly","15",1984-12-05,1986-11-30
"007","Agnos, Art","State Assembly","16",1984-12-01,1986-11-30
"081","Brown, Willie L. Jr.","State Assembly","17",1984-12-05,1986-11-30
"362","McAlister, Alister","State Assembly","18",1984-12-05,1986-11-30
"418","Papan, Louis","State Assembly","19",1984-12-05,1986-11-30
"398","Naylor, Robert W.","State Assembly","20",1984-12-05,1986-11-30
"475","Sher, Byron","State Assembly","21",1984-12-05,1986-11-30
"306","Konnyu, Ernest L.","State Assembly","22",1984-12-05,1986-11-30
"518","Vasconcellos, John","State Assembly","23",1984-12-05,1986-11-30
"134","Cortese, Dominic L. \"Dom\"","State Assembly","24",1984-12-05,1986-11-30
"025","Areias, Rusty","State Assembly","25",1984-12-05,1986-11-30
"284","Johnston, Pat","State Assembly","26",1984-12-05,1986-11-30
"124","Condit, Gary A.","State Assembly","27",1984-12-05,1986-11-30
"177","Farr, Sam","State Assembly","28",1984-12-05,1986-11-30
"470","Seastrand, Eric","State Assembly","29",1984-12-05,1986-11-30
"135","Costa, Jim","State Assembly","30",1984-12-05,1986-11-30
"076","Bronzan, Bruce","State Assembly","31",1984-12-05,1986-11-30
"286","Jones, Bill","State Assembly","32",1984-12-05,1986-11-30
"451","Rogers, Don","State Assembly","33",1984-12-05,1986-11-30
"550","Wyman, Phil","State Assembly","34",1984-12-05,1986-11-30
"406","O'Connell, Jack","State Assembly","35",1984-12-05,1986-11-30
"366","McClintock, Tom","State Assembly","36",1984-12-05,1986-11-30
"547","Wright, Cathie","State Assembly","37",1984-12-05,1986-11-30
"311","La Follette, Marian W.","State Assembly","38",1984-12-05,1986-11-30
"293","Katz, Richard","State Assembly","39",1984-12-05,1986-11-30
"035","Bane, Tom","State Assembly","40",1984-12-05,1986-11-30
"404","Nolan, Patrick J.","State Assembly","41",1984-12-05,1986-11-30
"386","Mountjoy, Richard \"Dick\"","State Assembly","42",1984-12-05,1986-11-30
"147","Davis, Gray","State Assembly","43",1984-12-05,1986-11-30
"252","Hayden, Tom","State Assembly","44",1984-12-05,1986-11-30
"350","Margolin, Burt M.","State Assembly","45",1984-12-05,1986-11-30
"453","Roos, Michael","State Assembly","46",1984-12-05,1986-11-30
"274","Hughes, Teresa","State Assembly","47",1984-12-05,1986-11-30
"530","Waters, Maxine","State Assembly","48",1984-12-05,1986-11-30
"381","Moore, Gwen","State Assembly","49",1984-12-05,1986-11-30
"513","Tucker, Curtis R.","State Assembly","50",1984-12-05,1986-11-30
"178","Felando, Gerald N.","State Assembly","51",1984-12-05,1986-11-30
"258","Hill, Frank","State Assembly","52",1984-12-05,1986-11-30
"188","Floyd, Richard E. \"Dick\"","State Assembly","53",1984-12-05,1986-11-30
"519","Vicencia, Frank","State Assembly","54",1984-12-05,1986-11-30
"011","Alatorre, Richard","State Assembly","55",1984-12-01,1985-12-20
"429","Polanco, Richard","State Assembly","55",1986-06-03,1986-11-30
"378","Molina, Gloria","State Assembly","56",1984-12-05,1986-11-30
"171","Elder, Dave","State Assembly","57",1984-12-05,1986-11-30
"079","Brown, Dennis L.","State Assembly","58",1984-12-05,1986-11-30
"091","Calderon, Charles M.","State Assembly","59",1984-12-05,1986-11-30
"502","Tanner, Sally","State Assembly","60",1984-12-05,1986-11-30
"324","Leonard, Bill","State Assembly","61",1984-12-05,1986-11-30
"316","Lancaster, William H.\"Bill\"","State Assembly","62",1984-12-05,1986-11-30
"232","Grisham, Wayne","State Assembly","63",1984-12-05,1986-11-30
"283","Johnson, Ross","State Assembly","64",1984-12-05,1986-11-30
"031","Bader, Charles W.","State Assembly","65",1984-12-05,1986-11-30
"170","Eaves, Gerald R. \"Jerry\"","State Assembly","66",1984-12-05,1986-11-30
"329","Lewis, John R.","State Assembly","67",1984-12-05,1986-11-30
"120","Clute, Steve","State Assembly","68",1984-12-05,1986-11-30
"198","Frizzelle, Nolan","State Assembly","69",1984-12-05,1986-11-30
"179","Ferguson, Gil","State Assembly","70",1984-12-05,1986-11-30
"014","Allen, Doris","State Assembly","71",1984-12-05,1986-11-30
"448","Robinson, Richard","State Assembly","72",1984-12-05,1986-11-30
"297","Kelley, Dave","State Assembly","73",1984-12-05,1986-11-30
"193","Frazee, Robert C. (Bob)","State Assembly","74",1984-12-05,1986-11-30
"377","Mojonnier, Sunny","State Assembly","75",1984-12-05,1986-11-30
"072","Bradley, Bill","State Assembly","76",1984-12-05,1986-11-30
"491","Stirling, Larry","State Assembly","77",1984-12-05,1986-11-30
"299","Killea, Lucy","State Assembly","78",1984-12-05,1986-11-30
"108","Chacon, Peter R.","State Assembly","79",1984-12-05,1986-11-30
"422","Peace, Stephen","State Assembly","80",1984-12-05,1986-11-30
"488","Statham, Stan","State Assembly","1",1986-12-05,1988-11-30
"248","Hauser, Dan","State Assembly","2",1986-12-05,1988-11-30
"110","Chandler, Chris","State Assembly","3",1986-12-05,1988-11-30
"240","Hannigan, Thomas M.","State Assembly","4",1994-12-05,1996-11-30
"325","Leslie, Tim","State Assembly","5",1986-12-05,1988-11-30
"125","Connelly, Lloyd G.","State Assembly","6",1986-12-05,1988-11-30
"531","Waters, Norman S.","State Assembly","7",1986-12-05,1988-11-30
"241","Hansen, Bev","State Assembly","8",1986-12-05,1988-11-30
"182","Filante, William J. \"Bill\"","State Assembly","9",1986-12-05,1988-11-30
"279","Isenberg, Phillip","State Assembly","10",1986-12-05,1988-11-30
"098","Campbell, Robert J. \"Bob\"","State Assembly","11",1986-12-05,1988-11-30
"038","Bates, Tom","State Assembly","12",1986-12-05,1988-11-30
"245","Harris, Elihu M.","State Assembly","13",1986-12-05,1988-11-30
"301","Klehs, Johan","State Assembly","14",1986-12-05,1988-11-30
"033","Baker, William P. (Bill)","State Assembly","15",1986-12-05,1988-11-30
"007","Agnos, Art","State Assembly","16",1986-12-05,1988-11-30
"086","Burton, John L.","State Assembly","16",1986-12-04,1988-11-30
"081","Brown, Willie L. Jr.","State Assembly","17",1986-12-05,1988-11-30
"169","Eastin, Delaine","State Assembly","18",1986-12-05,1988-11-30
"486","Speier, Jackie","State Assembly","19",1986-12-05,1988-11-30
"164","Duplissea, William P. \"Bill\"","State Assembly","20",1986-12-05,1988-11-30
"475","Sher, Byron","State Assembly","21",1986-12-05,1988-11-30
"435","Quackenbush, Charles W.","State Assembly","22",1986-12-05,1988-11-30
"518","Vasconcellos, John","State Assembly","23",1986-12-05,1988-11-30
"134","Cortese, Dominic L. \"Dom\"","State Assembly","24",1986-12-05,1988-11-30
"025","Areias, Rusty","State Assembly","25",1986-12-05,1988-11-30
"284","Johnston, Pat","State Assembly","26",1986-12-05,1988-11-30
"124","Condit, Gary A.","State Assembly","27",1986-12-05,1988-11-30
"177","Farr, Sam","State Assembly","28",1986-12-05,1988-11-30
"470","Seastrand, Eric","State Assembly","29",1986-12-05,1988-11-30
"135","Costa, Jim","State Assembly","30",1986-12-05,1988-11-30
"076","Bronzan, Bruce","State Assembly","31",1986-12-05,1988-11-30
"286","Jones, Bill","State Assembly","32",1986-12-05,1988-11-30
"247","Harvey, Trice","State Assembly","33",1986-12-05,1988-11-30
"550","Wyman, Phil","State Assembly","34",1986-12-05,1988-11-30
"406","O'Connell, Jack","State Assembly","35",1986-12-05,1988-11-30
"366","McClintock, Tom","State Assembly","36",1986-12-05,1988-11-30
"547","Wright, Cathie","State Assembly","37",1986-12-05,1988-11-30
"311","La Follette, Marian W.","State Assembly","38",1986-12-05,1988-11-30
"293","Katz, Richard","State Assembly","39",1986-12-05,1988-11-30
"035","Bane, Tom","State Assembly","40",1986-12-05,1988-11-30
"404","Nolan, Patrick J.","State Assembly","41",1986-12-05,1988-11-30
"386","Mountjoy, Richard \"Dick\"","State Assembly","42",1986-12-05,1988-11-30
"197","Friedman, Terry B.","State Assembly","43",1986-12-05,1988-11-30
"252","Hayden, Tom","State Assembly","44",1986-12-05,1988-11-30
"350","Margolin, Burt M.","State Assembly","45",1986-12-05,1988-11-30
"453","Roos, Michael","State Assembly","46",1986-12-05,1988-11-30
"274","Hughes, Teresa","State Assembly","47",1986-12-05,1988-11-30
"530","Waters, Maxine","State Assembly","48",1986-12-05,1988-11-30
"381","Moore, Gwen","State Assembly","49",1986-12-05,1988-11-30
"513","Tucker, Curtis R.","State Assembly","50",1986-12-05,1988-11-30
"178","Felando, Gerald N.","State Assembly","51",1986-12-05,1988-11-30
"258","Hill, Frank","State Assembly","52",1986-12-05,1988-11-30
"188","Floyd, Richard E. \"Dick\"","State Assembly","53",1986-12-05,1988-11-30
"554","Zeltner, Paul E.","State Assembly","54",1986-12-05,1988-11-30
"429","Polanco, Richard","State Assembly","55",1986-12-05,1988-11-30
"378","Molina, Gloria","State Assembly","56",1986-12-05,1987-05-10
"455","Roybal-Allard, Lucille","State Assembly","56",1987-05-12,1988-11-30
"171","Elder, Dave","State Assembly","57",1986-12-05,1988-11-30
"079","Brown, Dennis L.","State Assembly","58",1986-12-05,1988-11-30
"091","Calderon, Charles M.","State Assembly","59",1986-12-05,1988-11-30
"502","Tanner, Sally","State Assembly","60",1986-12-05,1988-11-30
"324","Leonard, Bill","State Assembly","61",1986-12-05,1988-11-30
"316","Lancaster, William H.\"Bill\"","State Assembly","62",1986-12-05,1988-11-30
"232","Grisham, Wayne","State Assembly","63",1986-12-05,1988-11-30
"283","Johnson, Ross","State Assembly","64",1986-12-05,1988-11-30
"031","Bader, Charles W.","State Assembly","65",1986-12-05,1988-11-30
"170","Eaves, Gerald R. \"Jerry\"","State Assembly","66",1986-12-05,1988-11-30
"329","Lewis, John R.","State Assembly","67",1986-12-05,1988-11-30
"120","Clute, Steve","State Assembly","68",1986-12-05,1988-11-30
"198","Frizzelle, Nolan","State Assembly","69",1986-12-05,1988-11-30
"179","Ferguson, Gil","State Assembly","70",1986-12-05,1988-11-30
"014","Allen, Doris","State Assembly","71",1986-12-05,1988-11-30
"337","Longshore, Richard E. \"Dick\"","State Assembly","72",1986-12-05,1988-11-30
"297","Kelley, Dave","State Assembly","73",1986-12-05,1988-11-30
"193","Frazee, Robert C. (Bob)","State Assembly","74",1986-12-05,1988-11-30
"377","Mojonnier, Sunny","State Assembly","75",1986-12-05,1988-11-30
"072","Bradley, Bill","State Assembly","76",1986-12-05,1988-11-30
"491","Stirling, Larry","State Assembly","77",1986-12-05,1988-11-30
"299","Killea, Lucy","State Assembly","78",1986-12-05,1988-11-30
"108","Chacon, Peter R.","State Assembly","79",1986-12-05,1988-11-30
"422","Peace, Stephen","State Assembly","80",1986-12-05,1988-11-30
"488","Statham, Stan","State Assembly","1",1988-12-05,1990-11-30
"248","Hauser, Dan","State Assembly","2",1988-12-05,1990-11-30
"110","Chandler, Chris","State Assembly","3",1988-12-05,1990-11-30
"240","Hannigan, Thomas M.","State Assembly","4",1996-12-02,1998-11-30
"325","Leslie, Tim","State Assembly","5",1988-12-05,1990-11-30
"125","Connelly, Lloyd G.","State Assembly","6",1988-12-05,1990-11-30
"531","Waters, Norman S.","State Assembly","7",1988-12-05,1990-11-30
"241","Hansen, Bev","State Assembly","8",1988-12-05,1990-11-30
"182","Filante, William J. \"Bill\"","State Assembly","9",1988-12-05,1990-11-30
"279","Isenberg, Phillip","State Assembly","10",1988-12-05,1990-11-30
"098","Campbell, Robert J. \"Bob\"","State Assembly","11",1988-12-05,1990-11-30
"038","Bates, Tom","State Assembly","12",1988-12-05,1990-11-30
"245","Harris, Elihu M.","State Assembly","13",1988-12-05,1990-11-30
"301","Klehs, Johan","State Assembly","14",1988-12-05,1990-11-30
"033","Baker, William P. (Bill)","State Assembly","15",1988-12-05,1990-11-30
"086","Burton, John L.","State Assembly","16",1988-12-05,1990-11-30
"081","Brown, Willie L. Jr.","State Assembly","17",1988-12-05,1990-11-30
"169","Eastin, Delaine","State Assembly","18",1988-12-05,1990-11-30
"486","Speier, Jackie","State Assembly","19",1988-12-05,1990-11-30
"322","Lempert, Ted","State Assembly","20",1988-12-05,1990-11-30
"475","Sher, Byron","State Assembly","21",1988-12-05,1990-11-30
"435","Quackenbush, Charles W.","State Assembly","22",1988-12-05,1990-11-30
"518","Vasconcellos, John","State Assembly","23",1988-12-05,1990-11-30
"134","Cortese, Dominic L. \"Dom\"","State Assembly","24",1988-12-05,1990-11-30
"025","Areias, Rusty","State Assembly","25",1988-12-05,1990-11-30
"284","Johnston, Pat","State Assembly","26",1988-12-05,1990-11-30
"124","Condit, Gary A.","State Assembly","27",1988-12-05,1989-09-20
"177","Farr, Sam","State Assembly","28",1988-12-05,1990-11-30
"470","Seastrand, Eric","State Assembly","29",1988-12-05,1990-11-30
"135","Costa, Jim","State Assembly","30",1988-12-05,1990-11-30
"076","Bronzan, Bruce","State Assembly","31",1988-12-05,1990-11-30
"286","Jones, Bill","State Assembly","32",1988-12-05,1990-11-30
"247","Harvey, Trice","State Assembly","33",1988-12-05,1990-11-30
"550","Wyman, Phil","State Assembly","34",1988-12-05,1990-11-30
"406","O'Connell, Jack","State Assembly","35",1988-12-05,1990-11-30
"366","McClintock, Tom","State Assembly","36",1988-12-05,1990-11-30
"547","Wright, Cathie","State Assembly","37",1988-12-05,1990-11-30
"311","La Follette, Marian W.","State Assembly","38",1988-12-05,1990-11-30
"293","Katz, Richard","State Assembly","39",1988-12-05,1990-11-30
"035","Bane, Tom","State Assembly","40",1988-12-05,1990-11-30
"404","Nolan, Patrick J.","State Assembly","41",1988-12-05,1990-11-30
"386","Mountjoy, Richard \"Dick\"","State Assembly","42",1988-12-05,1990-11-30
"197","Friedman, Terry B.","State Assembly","43",1988-12-05,1990-11-30
"252","Hayden, Tom","State Assembly","44",1988-12-05,1990-11-30
"350","Margolin, Burt M.","State Assembly","45",1988-12-05,1990-11-30
"453","Roos, Michael","State Assembly","46",1988-12-05,1990-11-30
"274","Hughes, Teresa","State Assembly","47",1988-12-05,1990-11-30
"530","Waters, Maxine","State Assembly","48",1988-12-05,1990-11-30
"381","Moore, Gwen","State Assembly","49",1988-12-05,1990-11-30
"513","Tucker, Curtis R.","State Assembly","50",1988-12-05,1989-01-01
"514","Tucker, Curtis R. Jr.","State Assembly","50",1989-02-07,1990-11-30
"178","Felando, Gerald N.","State Assembly","51",1988-12-05,1990-11-30
"258","Hill, Frank","State Assembly","52",1988-12-05,1990-11-30
"188","Floyd, Richard E. \"Dick\"","State Assembly","53",1988-12-05,1990-11-30
"391","Murray, Williard H. Jr.","State Assembly","54",1988-12-05,1990-11-30
"429","Polanco, Richard","State Assembly","55",1988-12-05,1990-11-30
"455","Roybal-Allard, Lucille","State Assembly","56",1988-12-05,1990-11-30
"171","Elder, Dave","State Assembly","57",1988-12-05,1990-11-30
"079","Brown, Dennis L.","State Assembly","58",1988-12-05,1990-11-30
"091","Calderon, Charles M.","State Assembly","59",1988-12-05,1990-11-30
"502","Tanner, Sally","State Assembly","60",1988-12-05,1990-11-30
"544","Woodruff, Paul A.","State Assembly","61",1988-12-05,1990-11-30
"316","Lancaster, William H.\"Bill\"","State Assembly","62",1988-12-05,1990-11-30
"174","Epple, Bob","State Assembly","63",1988-12-05,1990-11-30
"283","Johnson, Ross","State Assembly","64",1988-12-05,1990-11-30
"031","Bader, Charles W.","State Assembly","65",1988-12-05,1990-11-30
