"Id","Name","Birth","Race","White","Hispanic","Black","Asian","Female","Term","Party"
"182","Filante, William J. \"Bill\"","10/22/1929","W",TRUE,FALSE,FALSE,FALSE,FALSE,1980,"R"
"188","Floyd, Richard E. \"Dick\"","02/03/1931","W",TRUE,FALSE,FALSE,FALSE,FALSE,1980,"D"
"189","Fondse, Adrian C.","11/30/1929","W",TRUE,FALSE,FALSE,FALSE,FALSE,1980,"R"
"193","Frazee, Robert C. (Bob)","09/01/1928","W",TRUE,FALSE,FALSE,FALSE,FALSE,1980,"R"
"197","Friedman, Terry B.","09/14/1949","W",TRUE,FALSE,FALSE,FALSE,FALSE,1986,"D"
"198","Frizzelle, Nolan","10/16/1921","W",TRUE,FALSE,FALSE,FALSE,FALSE,1980,"R"
"218","Goggin, Terry","11/08/1941","W",TRUE,FALSE,FALSE,FALSE,FALSE,1980,"D"
"231","Greene, Leroy F.","01/31/1918","W",TRUE,FALSE,FALSE,FALSE,FALSE,1980,"D"
"232","Grisham, Wayne","10/01/1923","W",TRUE,FALSE,FALSE,FALSE,FALSE,1984,"R"
"238","Hallett, Carol","10/16/1937","W",TRUE,FALSE,FALSE,FALSE,TRUE,1980,"R"
"240","Hannigan, Thomas M.","05/30/1940","W",TRUE,FALSE,FALSE,FALSE,FALSE,1980,"D"
"241","Hansen, Bev","08/18/1944","W",TRUE,FALSE,FALSE,FALSE,TRUE,1986,"R"
"245","Harris, Elihu M.","08/15/1947","B",FALSE,FALSE,TRUE,FALSE,FALSE,1980,"D"
"246","Hart, Gary K.","08/13/1943","W",TRUE,FALSE,FALSE,FALSE,FALSE,1980,"D"
"247","Harvey, Trice","07/14/1936","W",TRUE,FALSE,FALSE,FALSE,FALSE,1986,"R"
"248","Hauser, Dan","06/18/1942","W",TRUE,FALSE,FALSE,FALSE,FALSE,1982,"D"
"252","Hayden, Tom","12/11/1939","W",TRUE,FALSE,FALSE,FALSE,FALSE,1982,"D"
"254","Herger, Wally","05/20/1945","W",TRUE,FALSE,FALSE,FALSE,FALSE,1980,"R"
"258","Hill, Frank","02/19/1954","W",TRUE,FALSE,FALSE,FALSE,FALSE,1982,"R"
"274","Hughes, Teresa","10/03/1931","H",FALSE,TRUE,FALSE,FALSE,TRUE,1980,"D"
"275","Hunter, Tricia-Rae","02/02/1949","W",TRUE,FALSE,FALSE,FALSE,TRUE,1988,"R"
"276","Imbrecht, Charles R.","02/04/1949","W",TRUE,FALSE,FALSE,FALSE,FALSE,1980,"R"
"277","Ingalls, Walter M.","10/17/1944","W",TRUE,FALSE,FALSE,FALSE,FALSE,1980,"D"
"279","Isenberg, Phillip","02/25/1939","W",TRUE,FALSE,FALSE,FALSE,FALSE,1982,"D"
"280","Ivers, William H. \"Bill\"","05/16/1930","W",TRUE,FALSE,FALSE,FALSE,FALSE,1980,"R"
"283","Johnson, Ross","09/28/1939","W",TRUE,FALSE,FALSE,FALSE,FALSE,1980,"R"
"284","Johnston, Pat","09/03/1946","W",TRUE,FALSE,FALSE,FALSE,FALSE,1980,"D"
"286","Jones, Bill","12/20/1949","W",TRUE,FALSE,FALSE,FALSE,FALSE,1982,"R"
"291","Kapiloff, Lawrence","09/22/1929","W",TRUE,FALSE,FALSE,FALSE,FALSE,1980,"D"
"293","Katz, Richard","08/16/1950","W",TRUE,FALSE,FALSE,FALSE,FALSE,1980,"D"
"297","Kelley, Dave","10/11/1928","W",TRUE,FALSE,FALSE,FALSE,FALSE,1980,"R"
"299","Killea, Lucy","07/31/1922","W",TRUE,FALSE,FALSE,FALSE,TRUE,1982,"D"
"301","Klehs, Johan","01/01/1952","W",TRUE,FALSE,FALSE,FALSE,FALSE,1982,"D"
"306","Konnyu, Ernest L.","05/17/1937","W",TRUE,FALSE,FALSE,FALSE,FALSE,1980,"R"
"311","La Follette, Marian W.","09/19/1926","W",TRUE,FALSE,FALSE,FALSE,TRUE,1980,"R"
"316","Lancaster, William H.\"Bill\"","04/29/1931","W",TRUE,FALSE,FALSE,FALSE,FALSE,1980,"R"
"321","Lehman, Richard","07/20/1948","W",TRUE,FALSE,FALSE,FALSE,FALSE,1980,"D"
"322","Lempert, Ted","06/14/1961","W",TRUE,FALSE,FALSE,FALSE,FALSE,1988,"D"
"324","Leonard, Bill","10/29/1947","W",TRUE,FALSE,FALSE,FALSE,FALSE,1980,"R"
"325","Leslie, Tim","02/04/1942","W",TRUE,FALSE,FALSE,FALSE,FALSE,1986,"R"
"326","Levin, Meldon E.","06/07/1943","W",TRUE,FALSE,FALSE,FALSE,FALSE,1980,"D"
"329","Lewis, John R.","11/02/1954","W",TRUE,FALSE,FALSE,FALSE,FALSE,1980,"R"
"335","Lockyer, Bill","05/08/1941","W",TRUE,FALSE,FALSE,FALSE,FALSE,1980,"D"
"337","Longshore, Richard E. \"Dick\"","03/21/1926","W",TRUE,FALSE,FALSE,FALSE,FALSE,1986,"R"
"350","Margolin, Burt M.","09/28/1950","W",TRUE,FALSE,FALSE,FALSE,FALSE,1982,"D"
"351","Marguth, Gilbert R. Jr. \"Gib\"","03/04/1934","W",TRUE,FALSE,FALSE,FALSE,FALSE,1980,"R"
"352","Marston, Jeff","07/23/1955","W",TRUE,FALSE,FALSE,FALSE,FALSE,1988,"R"
"355","Martinez, Matthew G. \"Marty\"","02/14/1929","H",FALSE,TRUE,FALSE,FALSE,FALSE,1980,"D"
"362","McAlister, Alister","11/10/1929","W",TRUE,FALSE,FALSE,FALSE,FALSE,1980,"D"
"364","McCarthy, Leo T.","08/15/1930","W",TRUE,FALSE,FALSE,FALSE,FALSE,1980,"D"
"366","McClintock, Tom","07/10/1956","W",TRUE,FALSE,FALSE,FALSE,FALSE,1982,"R"
"377","Mojonnier, Sunny","02/17/1943","W",TRUE,FALSE,FALSE,FALSE,TRUE,1982,"R"
"378","Molina, Gloria","05/31/1948","H",FALSE,TRUE,FALSE,FALSE,TRUE,1982,"D"
"381","Moore, Gwen","10/01/1943","B",FALSE,FALSE,TRUE,FALSE,TRUE,1980,"D"
"386","Mountjoy, Richard \"Dick\"","01/13/1932","W",TRUE,FALSE,FALSE,FALSE,FALSE,1980,"R"
"391","Murray, Williard H. Jr.","01/01/1931","B",FALSE,FALSE,TRUE,FALSE,FALSE,1988,"D"
"398","Naylor, Robert W.","01/21/1944","W",TRUE,FALSE,FALSE,FALSE,FALSE,1980,"R"
"404","Nolan, Patrick J.","06/16/1950","W",TRUE,FALSE,FALSE,FALSE,FALSE,1980,"R"
"406","O'Connell, Jack","10/08/1951","W",TRUE,FALSE,FALSE,FALSE,FALSE,1982,"D"
"418","Papan, Louis","08/02/1928","W",TRUE,FALSE,FALSE,FALSE,FALSE,1980,"D"
"422","Peace, Stephen","03/30/1953","W",TRUE,FALSE,FALSE,FALSE,FALSE,1982,"D"
"429","Polanco, Richard","03/04/1951","H",FALSE,TRUE,FALSE,FALSE,FALSE,1984,"D"
"434","Pringle, Curt","06/27/1959","W",TRUE,FALSE,FALSE,FALSE,FALSE,1988,"R"
"435","Quackenbush, Charles W.","04/20/1954","W",TRUE,FALSE,FALSE,FALSE,FALSE,1986,"R"
"448","Robinson, Richard","05/17/1943","W",TRUE,FALSE,FALSE,FALSE,FALSE,1980,"D"
"451","Rogers, Don","04/22/1928","W",TRUE,FALSE,FALSE,FALSE,FALSE,1980,"R"
"453","Roos, Michael","08/06/1945","W",TRUE,FALSE,FALSE,FALSE,FALSE,1980,"D"
"454","Rosenthal, Herschel","03/13/1918","W",TRUE,FALSE,FALSE,FALSE,FALSE,1980,"D"
"455","Roybal-Allard, Lucille","06/12/1941","H",FALSE,TRUE,FALSE,FALSE,TRUE,1986,"D"
"460","Ryan, Marilyn","11/30/1932","W",TRUE,FALSE,FALSE,FALSE,FALSE,1980,"R"
"470","Seastrand, Eric","02/07/1938","W",TRUE,FALSE,FALSE,FALSE,FALSE,1982,"R"
"471","Sebastiani, Don","02/15/1953","W",TRUE,FALSE,FALSE,FALSE,FALSE,1980,"R"
"475","Sher, Byron","02/07/1928","W",TRUE,FALSE,FALSE,FALSE,FALSE,1980,"D"
"486","Speier, Jackie","05/14/1950","W",TRUE,FALSE,FALSE,FALSE,TRUE,1986,"D"
"488","Statham, Stan","04/07/1939","W",TRUE,FALSE,FALSE,FALSE,FALSE,1980,"R"
"491","Stirling, Larry","02/20/1942","W",TRUE,FALSE,FALSE,FALSE,FALSE,1980,"R"
"495","Striling, Dave","09/27/1940","W",TRUE,FALSE,FALSE,FALSE,FALSE,1980,"R"
"502","Tanner, Sally","12/28/1926","W",TRUE,FALSE,FALSE,FALSE,TRUE,1980,"D"
"505","Thurman, John E. Jr.","05/06/1919","W",TRUE,FALSE,FALSE,FALSE,FALSE,1980,"D"
"509","Torres, Art","09/24/1946","H",FALSE,TRUE,FALSE,FALSE,FALSE,1980,"D"
"513","Tucker, Curtis R.","03/26/1918","B",FALSE,FALSE,TRUE,FALSE,FALSE,1980,"D"
"514","Tucker, Curtis R. Jr.","04/06/1954","B",FALSE,FALSE,TRUE,FALSE,FALSE,1988,"D"
"518","Vasconcellos, John","05/11/1932","H",FALSE,TRUE,FALSE,FALSE,FALSE,1980,"D"
"519","Vicencia, Frank","08/23/1931","H",FALSE,TRUE,FALSE,FALSE,FALSE,1980,"D"
"530","Waters, Maxine","08/15/1938","B",FALSE,FALSE,TRUE,FALSE,TRUE,1980,"D"
"531","Waters, Norman S.","07/01/1925","W",TRUE,FALSE,FALSE,FALSE,FALSE,1980,"D"
"544","Woodruff, Paul A.","02/13/1960","W",TRUE,FALSE,FALSE,FALSE,FALSE,1988,"R"
"546","Wray, Chester B. \"Chet\"","05/26/1923","W",TRUE,FALSE,FALSE,FALSE,FALSE,1980,"D"
"547","Wright, Cathie","05/18/1929","W",TRUE,FALSE,FALSE,FALSE,TRUE,1980,"R"
"550","Wyman, Phil","02/21/1945","W",TRUE,FALSE,FALSE,FALSE,FALSE,1980,"R"
"553","Young, Bruce E.","07/05/1946","W",TRUE,FALSE,FALSE,FALSE,FALSE,1980,"D"
"554","Zeltner, Paul E.","10/11/1925","W",TRUE,FALSE,FALSE,FALSE,FALSE,1986,"R"
